tag,last_step,last_value,best_min_value,best_step,best_max_value
train/loss,99900,0.10307365655899048,0.0484577938914299,48300,
train/psnr,99900,17.662174224853516,,48300,20.122364044189453
val/avg_psnr,99,19.959306716918945,,23,20.22869300842285
val/imagenet-noise_psnr,99,19.959306716918945,,23,20.22869300842285
val/imagenet-noise_ssim,99,0.6335892081260681,,11,0.645798921585083
