tag,step,wall_time,value
train/loss,0,1769506692.0844595,0.20052365958690643
train/loss,100,1769506692.4450684,0.19807001948356628
train/loss,200,1769506692.7921472,0.18298661708831787
train/loss,300,1769506693.1355097,0.1850695013999939
train/loss,400,1769506693.4690588,0.1430019587278366
train/loss,500,1769506693.8003778,0.15575197339057922
train/loss,600,1769506694.1432233,0.11856081336736679
train/loss,700,1769506694.514268,0.0932127982378006
train/loss,800,1769506694.8856635,0.165305495262146
train/loss,900,1769506695.2598586,0.13337276875972748
train/loss,1000,1769506700.9963665,0.201840341091156
train/loss,1100,1769506701.347773,0.17649811506271362
train/loss,1200,1769506701.693735,0.15658044815063477
train/loss,1300,1769506702.0334232,0.12614166736602783
train/loss,1400,1769506702.3516877,0.1619919389486313
train/loss,1500,1769506702.681281,0.1643434464931488
train/loss,1600,1769506703.0026212,0.1298595368862152
train/loss,1700,1769506703.360847,0.13146650791168213
train/loss,1800,1769506703.7313845,0.13537868857383728
train/loss,1900,1769506704.096426,0.08460095524787903
train/loss,2000,1769506709.2915347,0.14874552190303802
train/loss,2100,1769506709.6803844,0.1381882280111313
train/loss,2200,1769506710.0250876,0.1469385325908661
train/loss,2300,1769506710.371243,0.09731938689947128
train/loss,2400,1769506710.7178159,0.13498948514461517
train/loss,2500,1769506711.0587661,0.15008139610290527
train/loss,2600,1769506711.3950858,0.1115790456533432
train/loss,2700,1769506711.7543545,0.11875279992818832
train/loss,2800,1769506712.1246765,0.1250017285346985
train/loss,2900,1769506712.4961178,0.1466955840587616
train/loss,3000,1769506717.7845466,0.11234605312347412
train/loss,3100,1769506718.1540697,0.15349793434143066
train/loss,3200,1769506718.5002112,0.15607652068138123
train/loss,3300,1769506718.8448694,0.11051565408706665
train/loss,3400,1769506719.1880662,0.14471986889839172
train/loss,3500,1769506719.5331578,0.11926617473363876
train/loss,3600,1769506719.857207,0.1355561763048172
train/loss,3700,1769506720.2174082,0.0726369172334671
train/loss,3800,1769506720.5828042,0.15049831569194794
train/loss,3900,1769506720.949958,0.10636001080274582
train/loss,4000,1769506726.8651648,0.14800743758678436
train/loss,4100,1769506727.243442,0.09822671860456467
train/loss,4200,1769506727.5922298,0.17905735969543457
train/loss,4300,1769506727.937558,0.11389337480068207
train/loss,4400,1769506728.284849,0.06941881775856018
train/loss,4500,1769506728.6505175,0.19232390820980072
train/loss,4600,1769506729.0469499,0.17020094394683838
train/loss,4700,1769506729.4268436,0.11726391315460205
train/loss,4800,1769506729.7969985,0.15118733048439026
train/loss,4900,1769506730.1669056,0.07934796810150146
train/loss,5000,1769506735.576826,0.13019077479839325
train/loss,5100,1769506735.9098613,0.14376264810562134
train/loss,5200,1769506736.256883,0.12494438886642456
train/loss,5300,1769506736.5750902,0.10425447672605515
train/loss,5400,1769506736.8994758,0.13579553365707397
train/loss,5500,1769506737.2255743,0.11610202491283417
train/loss,5600,1769506737.552241,0.1355517953634262
train/loss,5700,1769506737.884704,0.1152411699295044
train/loss,5800,1769506738.2549074,0.14936217665672302
train/loss,5900,1769506738.6274023,0.1648768186569214
train/loss,6000,1769506744.0311053,0.09299062937498093
train/loss,6100,1769506744.4454422,0.20404312014579773
train/loss,6200,1769506744.852694,0.22581273317337036
train/loss,6300,1769506745.2586634,0.09255217015743256
train/loss,6400,1769506745.6663563,0.09993588924407959
train/loss,6500,1769506746.0790894,0.09226094186306
train/loss,6600,1769506746.480428,0.10869701951742172
train/loss,6700,1769506746.8714967,0.15750977396965027
train/loss,6800,1769506747.243804,0.1666685938835144
train/loss,6900,1769506747.620131,0.1017206534743309
train/loss,7000,1769506752.5468967,0.1663874387741089
train/loss,7100,1769506752.8900452,0.12496322393417358
train/loss,7200,1769506753.2350342,0.10257093608379364
train/loss,7300,1769506753.5761673,0.17040257155895233
train/loss,7400,1769506753.9269347,0.13402509689331055
train/loss,7500,1769506754.277946,0.1831059753894806
train/loss,7600,1769506754.624809,0.1567995548248291
train/loss,7700,1769506754.9884334,0.10446922481060028
train/loss,7800,1769506755.328996,0.13625134527683258
train/loss,7900,1769506755.671089,0.13227578997612
train/loss,8000,1769506760.916371,0.12467843294143677
train/loss,8100,1769506761.2604365,0.11532767117023468
train/loss,8200,1769506761.5645573,0.19410602748394012
train/loss,8300,1769506761.8753974,0.10047508776187897
train/loss,8400,1769506762.1841435,0.135570228099823
train/loss,8500,1769506762.497139,0.1264544576406479
train/loss,8600,1769506762.8139074,0.12068603932857513
train/loss,8700,1769506763.1322136,0.15199390053749084
train/loss,8800,1769506763.4468725,0.11663205921649933
train/loss,8900,1769506763.7652705,0.1345827579498291
train/loss,9000,1769506768.8157625,0.15349853038787842
train/loss,9100,1769506769.1830776,0.12318098545074463
train/loss,9200,1769506769.5344353,0.10234230011701584
train/loss,9300,1769506769.8897138,0.11354728043079376
train/loss,9400,1769506770.2115226,0.14295655488967896
train/loss,9500,1769506770.528086,0.1469961255788803
train/loss,9600,1769506770.8449616,0.12174242734909058
train/loss,9700,1769506771.1611195,0.09683963656425476
train/loss,9800,1769506771.4744372,0.1125449389219284
train/loss,9900,1769506771.7845936,0.1848730891942978
train/loss,10000,1769506778.1148322,0.07067651301622391
train/loss,10100,1769506778.4796124,0.13564947247505188
train/loss,10200,1769506778.8511784,0.12355206906795502
train/loss,10300,1769506779.2351646,0.12453605979681015
train/loss,10400,1769506779.6219287,0.11645623296499252
train/loss,10500,1769506780.0116289,0.11028248071670532
train/loss,10600,1769506780.3747838,0.130293607711792
train/loss,10700,1769506780.7302482,0.10999082773923874
