tag,last_step,last_value,best_min_value,best_step,best_max_value
train/loss,99900,0.13388016819953918,0.04609628766775131,76400,
train/psnr,99900,17.603092193603516,,76400,19.99044418334961
val/avg_psnr,99,19.9244384765625,,11,20.299741744995117
val/imagenet-noise_psnr,99,19.9244384765625,,11,20.299741744995117
val/imagenet-noise_ssim,99,0.6326902508735657,,11,0.6492652893066406
