step,train/loss,train/psnr,val/avg_psnr,val/imagenet-noise_psnr,val/imagenet-noise_ssim
0,0.20052365958690643,14.355611801147461,19.227140426635742,19.227140426635742,0.5893521308898926
1,,,19.507871627807617,19.507871627807617,0.6083955764770508
2,,,19.463863372802734,19.463863372802734,0.6093577742576599
3,,,19.40496826171875,19.40496826171875,0.608635663986206
4,,,19.516939163208008,19.516939163208008,0.6142235994338989
5,,,19.944129943847656,19.944129943847656,0.6315934062004089
6,,,19.818418502807617,19.818418502807617,0.6290528178215027
7,,,19.88808250427246,19.88808250427246,0.6317538619041443
8,,,20.067522048950195,20.067522048950195,0.6378458142280579
9,,,20.020862579345703,20.020862579345703,0.6340342164039612
10,,,19.858867645263672,19.858867645263672,0.6281065344810486
11,,,20.299741744995117,20.299741744995117,0.6492652893066406
12,,,19.701765060424805,19.701765060424805,0.6200616359710693
13,,,19.925291061401367,19.925291061401367,0.6277631521224976
14,,,19.45514678955078,19.45514678955078,0.6100470423698425
15,,,20.120607376098633,20.120607376098633,0.6390551328659058
16,,,19.971426010131836,19.971426010131836,0.6321675181388855
17,,,19.870925903320312,19.870925903320312,0.6256304383277893
18,,,19.81846046447754,19.81846046447754,0.6262266039848328
19,,,19.626575469970703,19.626575469970703,0.6163938045501709
20,,,20.13396644592285,20.13396644592285,0.6419795155525208
21,,,20.09539794921875,20.09539794921875,0.6397343277931213
22,,,19.877058029174805,19.877058029174805,0.6270060539245605
23,,,19.47309684753418,19.47309684753418,0.6065055131912231
24,,,20.00287437438965,20.00287437438965,0.6333479881286621
25,,,20.01858901977539,20.01858901977539,0.6331024765968323
26,,,19.98387908935547,19.98387908935547,0.636177659034729
27,,,20.026350021362305,20.026350021362305,0.636978030204773
28,,,19.949264526367188,19.949264526367188,0.6316870450973511
29,,,19.928274154663086,19.928274154663086,0.6332196593284607
30,,,19.899688720703125,19.899688720703125,0.6273357272148132
31,,,19.94462776184082,19.94462776184082,0.6293655633926392
32,,,19.73752784729004,19.73752784729004,0.6219140887260437
33,,,19.913789749145508,19.913789749145508,0.6291012763977051
34,,,19.962968826293945,19.962968826293945,0.6347545981407166
35,,,19.768047332763672,19.768047332763672,0.6222911477088928
36,,,19.83540153503418,19.83540153503418,0.6267698407173157
37,,,19.8521671295166,19.8521671295166,0.6247338056564331
38,,,20.055559158325195,20.055559158325195,0.6320936679840088
39,,,19.58327293395996,19.58327293395996,0.6184921860694885
40,,,20.005294799804688,20.005294799804688,0.6357788443565369
41,,,19.991640090942383,19.991640090942383,0.6363920569419861
42,,,19.91973304748535,19.91973304748535,0.6286501884460449
43,,,20.187061309814453,20.187061309814453,0.6432028412818909
44,,,19.91217041015625,19.91217041015625,0.6273590922355652
45,,,19.971651077270508,19.971651077270508,0.6348537802696228
46,,,19.96757698059082,19.96757698059082,0.6343189477920532
47,,,19.971345901489258,19.971345901489258,0.63100665807724
48,,,19.89556884765625,19.89556884765625,0.6288235783576965
49,,,19.899328231811523,19.899328231811523,0.6339261531829834
50,,,19.903059005737305,19.903059005737305,0.6305868029594421
51,,,20.071672439575195,20.071672439575195,0.6391900777816772
52,,,19.857250213623047,19.857250213623047,0.6288822889328003
53,,,19.946264266967773,19.946264266967773,0.6345871686935425
54,,,19.945377349853516,19.945377349853516,0.634215235710144
55,,,20.008148193359375,20.008148193359375,0.6351339221000671
56,,,19.902790069580078,19.902790069580078,0.629858136177063
57,,,19.80266761779785,19.80266761779785,0.6252234578132629
58,,,20.199495315551758,20.199495315551758,0.6447473168373108
59,,,20.061809539794922,20.061809539794922,0.637266218662262
