tag,last_step,last_value,best_min_value,best_step,best_max_value
train/domain,99900,38.0,,0,38.0
train/loss,99900,0.2631971836090088,0.1273309588432312,96600,
train/psnr,99900,15.391324043273926,,96600,21.7500057220459
val/avg_psnr,99,21.69501304626465,,51,21.824678421020508
val/imagenet-noise_psnr,99,21.69501304626465,,51,21.824678421020508
val/imagenet-noise_ssim,99,0.7312316298484802,,51,0.7363441586494446
