step,train/loss,train/psnr,val/avg_psnr,val/imagenet-blur_psnr,val/imagenet-blur_ssim,val/imagenet-noise_psnr,val/imagenet-noise_ssim,val/imagenet-weather_psnr,val/imagenet-weather_ssim
0,0.6715328693389893,8.20623779296875,16.04536247253418,16.314088821411133,0.43648573756217957,18.024890899658203,0.5969780087471008,13.797107696533203,0.611403226852417
1,,,15.986740112304688,15.933123588562012,0.4319022595882416,17.688756942749023,0.6016353368759155,14.338338851928711,0.6252763271331787
2,,,16.32910919189453,17.25495719909668,0.4460548758506775,19.86460304260254,0.6353936195373535,11.86777114868164,0.5661303997039795
3,,,16.01172637939453,15.981414794921875,0.4250284731388092,18.097410202026367,0.6160589456558228,13.956356048583984,0.599123477935791
4,,,15.950820922851562,15.722982406616211,0.43302541971206665,17.605424880981445,0.6214355230331421,14.524054527282715,0.6198359727859497
5,,,15.49697494506836,14.356815338134766,0.40500709414482117,15.900532722473145,0.5834925174713135,16.233577728271484,0.6695928573608398
6,,,16.261829376220703,16.752531051635742,0.43082839250564575,19.033601760864258,0.6342087984085083,12.999353408813477,0.5827478170394897
7,,,16.264455795288086,16.485965728759766,0.4422259032726288,18.91547393798828,0.6419828534126282,13.391927719116211,0.6167297959327698
8,,,16.260921478271484,16.620420455932617,0.43798160552978516,19.31256675720215,0.6546558141708374,12.84977912902832,0.5962674617767334
9,,,15.77855110168457,15.153167724609375,0.4119880497455597,17.156457901000977,0.6176421642303467,15.026028633117676,0.611915111541748
10,,,16.04985237121582,15.878650665283203,0.4281538724899292,17.951217651367188,0.6256558895111084,14.31968879699707,0.6253001689910889
11,,,16.12948989868164,16.107023239135742,0.4360012710094452,18.4477481842041,0.6429603099822998,13.833699226379395,0.6227354407310486
12,,,16.095739364624023,15.936113357543945,0.43581798672676086,17.852537155151367,0.6333261728286743,14.498565673828125,0.6284840703010559
13,,,16.26299476623535,16.282989501953125,0.4436776041984558,18.53669548034668,0.6400049924850464,13.969300270080566,0.6220067739486694
14,,,16.188819885253906,16.203676223754883,0.4389478862285614,18.447402954101562,0.6397657990455627,13.915376663208008,0.6301547288894653
15,,,16.178451538085938,16.313222885131836,0.4357844889163971,18.336103439331055,0.6308267116546631,13.886028289794922,0.619555652141571
16,,,16.17620849609375,16.397855758666992,0.43421244621276855,18.453012466430664,0.6319250464439392,13.677757263183594,0.6012802124023438
17,,,15.978189468383789,15.652501106262207,0.424588143825531,17.58306312561035,0.6230221390724182,14.699004173278809,0.6405465006828308
18,,,16.217382431030273,16.426410675048828,0.43776413798332214,18.60452651977539,0.6373613476753235,13.621211051940918,0.6081706881523132
19,,,15.863652229309082,15.535956382751465,0.4215749204158783,17.46590805053711,0.6120151877403259,14.589092254638672,0.6233820915222168
20,,,16.569019317626953,17.222095489501953,0.45777428150177,19.78180503845215,0.6576659679412842,12.703158378601074,0.6182082295417786
21,,,16.334564208984375,16.532573699951172,0.44188839197158813,18.848745346069336,0.6445793509483337,13.622376441955566,0.6211456656455994
22,,,15.804239273071289,15.04719066619873,0.41981375217437744,16.94758415222168,0.6099268794059753,15.417943954467773,0.6626061797142029
23,,,16.41620445251465,16.71485137939453,0.4480982720851898,19.05901336669922,0.6482214331626892,13.474749565124512,0.6258611679077148
24,,,16.099098205566406,15.922365188598633,0.43232613801956177,17.93718910217285,0.6212374567985535,14.437739372253418,0.6523951888084412
25,,,16.035898208618164,15.8043851852417,0.4265710413455963,17.992820739746094,0.6331111788749695,14.310489654541016,0.6448749303817749
26,,,15.986771583557129,15.614009857177734,0.42540428042411804,17.582895278930664,0.6266373991966248,14.763408660888672,0.6663221716880798
27,,,16.42702293395996,16.855281829833984,0.4527326226234436,19.165485382080078,0.646007239818573,13.26030445098877,0.6367247700691223
28,,,16.01420783996582,15.677083015441895,0.41089552640914917,17.68694305419922,0.6291931867599487,14.678597450256348,0.6463072896003723
29,,,16.376596450805664,16.760404586791992,0.4522213935852051,19.099485397338867,0.6457119584083557,13.26990032196045,0.63535475730896
30,,,16.518508911132812,16.979158401489258,0.46141573786735535,19.518714904785156,0.6493358612060547,13.057655334472656,0.6345182061195374
31,,,16.11611557006836,15.883936882019043,0.42336803674697876,18.000328063964844,0.6290370225906372,14.464082717895508,0.659281313419342
32,,,16.438377380371094,16.794448852539062,0.4525778293609619,19.226009368896484,0.6536434292793274,13.294671058654785,0.6198723912239075
33,,,16.01152229309082,15.697454452514648,0.42140525579452515,17.481996536254883,0.6182647347450256,14.855117797851562,0.6607890725135803
34,,,16.15875244140625,16.114469528198242,0.43253737688064575,18.4105224609375,0.6327904462814331,13.951266288757324,0.6214505434036255
35,,,16.094419479370117,16.004831314086914,0.44183385372161865,17.975704193115234,0.6233547329902649,14.302722930908203,0.6545940637588501
36,,,15.864906311035156,15.006958961486816,0.41855406761169434,17.05059051513672,0.6118736267089844,15.53717041015625,0.6702120304107666
