tag,step,wall_time,value
train/loss,0,1769563632.5886166,0.6715328693389893
train/loss,100,1769563633.0255978,0.25829213857650757
train/loss,200,1769563633.4717534,0.1735287606716156
train/loss,300,1769563633.943935,0.1495843380689621
train/loss,400,1769563634.4049904,0.16040486097335815
train/loss,500,1769563634.8637645,0.15744750201702118
train/loss,600,1769563635.3260224,0.14002180099487305
train/loss,700,1769563635.7846746,0.13813132047653198
train/loss,800,1769563636.2318296,0.16071926057338715
train/loss,900,1769563636.6610186,0.14741915464401245
train/loss,1000,1769563651.3399673,0.17764496803283691
train/loss,1100,1769563651.820992,0.2177165448665619
train/loss,1200,1769563652.297942,0.1345655620098114
train/loss,1300,1769563652.7578728,0.2336559295654297
train/loss,1400,1769563653.195328,0.14700429141521454
train/loss,1500,1769563653.6342838,0.1314379870891571
train/loss,1600,1769563654.0683784,0.16461080312728882
train/loss,1700,1769563654.5076702,0.14812439680099487
train/loss,1800,1769563654.945174,0.1646406054496765
train/loss,1900,1769563655.379266,0.10151223838329315
train/loss,2000,1769563668.7134125,0.14093978703022003
train/loss,2100,1769563669.1444728,0.10003253072500229
train/loss,2200,1769563669.5784528,0.1709173321723938
train/loss,2300,1769563670.0118477,0.1388954371213913
train/loss,2400,1769563670.444424,0.165618434548378
train/loss,2500,1769563670.882351,0.07132133096456528
train/loss,2600,1769563671.3141418,0.13851070404052734
train/loss,2700,1769563671.7511158,0.17263519763946533
train/loss,2800,1769563672.1782897,0.17539344727993011
train/loss,2900,1769563672.6068616,0.09300777316093445
train/loss,3000,1769563686.1393237,0.16885153949260712
train/loss,3100,1769563686.559896,0.21724581718444824
train/loss,3200,1769563686.9870782,0.13421621918678284
train/loss,3300,1769563687.406877,0.19115281105041504
train/loss,3400,1769563687.8252888,0.11990335583686829
train/loss,3500,1769563688.2477381,0.15013831853866577
train/loss,3600,1769563688.668608,0.1898277997970581
train/loss,3700,1769563689.088989,0.09310698509216309
train/loss,3800,1769563689.5111356,0.19874471426010132
train/loss,3900,1769563689.9333525,0.1108226403594017
train/loss,4000,1769563704.7567332,0.08667819201946259
train/loss,4100,1769563705.1836243,0.1473536193370819
train/loss,4200,1769563705.603765,0.17336857318878174
train/loss,4300,1769563706.0250328,0.08949290961027145
train/loss,4400,1769563706.4487028,0.09257112443447113
train/loss,4500,1769563706.8698955,0.20050200819969177
train/loss,4600,1769563707.2923865,0.197591632604599
train/loss,4700,1769563707.725847,0.1455235481262207
train/loss,4800,1769563708.1503196,0.12802645564079285
train/loss,4900,1769563708.5747924,0.12728099524974823
train/loss,5000,1769563723.560555,0.133428156375885
train/loss,5100,1769563723.9839594,0.12518154084682465
train/loss,5200,1769563724.4050589,0.1608966886997223
train/loss,5300,1769563724.8287394,0.20236235857009888
train/loss,5400,1769563725.253273,0.1524704545736313
train/loss,5500,1769563725.6751342,0.18937286734580994
train/loss,5600,1769563726.1021984,0.12907898426055908
train/loss,5700,1769563726.524383,0.2599746584892273
train/loss,5800,1769563726.9529085,0.16209827363491058
train/loss,5900,1769563727.3764193,0.22455886006355286
train/loss,6000,1769563741.4119222,0.13652491569519043
train/loss,6100,1769563741.8544946,0.12053623050451279
train/loss,6200,1769563742.2897975,0.183890700340271
train/loss,6300,1769563742.7293816,0.11552145332098007
train/loss,6400,1769563743.1734056,0.1720520555973053
train/loss,6500,1769563743.613802,0.17425893247127533
train/loss,6600,1769563744.04923,0.18629996478557587
train/loss,6700,1769563744.4848366,0.1558678150177002
train/loss,6800,1769563744.9240165,0.18401068449020386
train/loss,6900,1769563745.3660383,0.13982275128364563
train/loss,7000,1769563759.510334,0.1724364012479782
train/loss,7100,1769563759.926767,0.17590177059173584
train/loss,7200,1769563760.3469312,0.20446698367595673
train/loss,7300,1769563760.7684157,0.12079667299985886
train/loss,7400,1769563761.1864846,0.13178876042366028
train/loss,7500,1769563761.602068,0.10972549021244049
