step,train/loss,train/psnr,val/avg_psnr,val/imagenet-weather_psnr,val/imagenet-weather_ssim
94,,,19.030227661132812,19.030227661132812,0.7146928906440735
95,,,18.944238662719727,18.944238662719727,0.7095257639884949
96,,,19.007129669189453,19.007129669189453,0.7126399278640747
97,,,19.009727478027344,19.009727478027344,0.7138519883155823
98,,,18.96202278137207,18.96202278137207,0.7102259993553162
99,,,18.969865798950195,18.969865798950195,0.711851954460144
100,0.1546264886856079,15.228277206420898,,,
200,0.18282878398895264,14.816045761108398,,,
300,0.1308322548866272,15.967595100402832,,,
400,0.18135862052440643,14.534440994262695,,,
500,0.18723145127296448,14.171796798706055,,,
600,0.19539229571819305,14.399189949035645,,,
700,0.1549585610628128,15.033376693725586,,,
800,0.1593233346939087,15.213993072509766,,,
900,0.13392327725887299,15.674360275268555,,,
1000,0.1657535433769226,15.244750022888184,,,
1100,0.14394056797027588,15.75881576538086,,,
1200,0.15283600986003876,15.696481704711914,,,
1300,0.20492129027843475,14.637353897094727,,,
1400,0.1428447663784027,15.564401626586914,,,
1500,0.16958080232143402,15.098854064941406,,,
1600,0.14015154540538788,15.32223129272461,,,
1700,0.17784295976161957,14.191099166870117,,,
1800,0.0985148474574089,17.17496109008789,,,
1900,0.1983477771282196,14.855524063110352,,,
2000,0.1196051836013794,16.116836547851562,,,
2100,0.1509149819612503,15.733570098876953,,,
2200,0.12410863488912582,16.59962272644043,,,
2300,0.14715099334716797,16.588232040405273,,,
2400,0.21349698305130005,13.492698669433594,,,
2500,0.10746954381465912,16.68271255493164,,,
2600,0.20853838324546814,13.761415481567383,,,
2700,0.15522247552871704,15.227259635925293,,,
2800,0.10193526744842529,17.09392547607422,,,
2900,0.23178645968437195,13.447271347045898,,,
3000,0.14224758744239807,15.79615592956543,,,
3100,0.15299123525619507,14.967636108398438,,,
3200,0.18904787302017212,14.293045043945312,,,
3300,0.1644858419895172,15.028929710388184,,,
3400,0.11461833119392395,16.225341796875,,,
3500,0.1892683357000351,14.247060775756836,,,
3600,0.1417795717716217,16.153385162353516,,,
3700,0.13923633098602295,15.673271179199219,,,
3800,0.13806116580963135,16.394174575805664,,,
3900,0.18000385165214539,15.421646118164062,,,
4000,0.22828702628612518,13.337841033935547,,,
4100,0.15828517079353333,16.00582504272461,,,
4200,0.20286282896995544,13.982684135437012,,,
4300,0.1392432451248169,15.767601013183594,,,
4400,0.10860704630613327,16.72622299194336,,,
4500,0.1901378631591797,15.766347885131836,,,
4600,0.142284095287323,15.43171501159668,,,
4700,0.2006242722272873,14.86303424835205,,,
4800,0.16465365886688232,15.188804626464844,,,
4900,0.14178234338760376,15.523061752319336,,,
5000,0.12963351607322693,15.964468002319336,,,
5100,0.099000483751297,17.131366729736328,,,
5200,0.12809813022613525,15.987275123596191,,,
5300,0.10861366242170334,16.739654541015625,,,
5400,0.16377486288547516,15.235658645629883,,,
5500,0.22859272360801697,13.008095741271973,,,
5600,0.15437422692775726,15.166070938110352,,,
5700,0.14140203595161438,15.519950866699219,,,
5800,0.2249353528022766,13.572811126708984,,,
5900,0.10427447408437729,17.326976776123047,,,
6000,0.11138099431991577,16.240089416503906,,,
6100,0.14269506931304932,16.271860122680664,,,
6200,0.18331190943717957,15.331426620483398,,,
6300,0.15962043404579163,15.373446464538574,,,
6400,0.15462267398834229,14.959455490112305,,,
6500,0.1396864652633667,15.691776275634766,,,
6600,0.16606104373931885,14.919066429138184,,,
6700,0.171251580119133,15.063185691833496,,,
6800,0.14293210208415985,15.889305114746094,,,
6900,0.1361522227525711,16.335079193115234,,,
7000,0.1604524850845337,14.932882308959961,,,
7100,0.23572245240211487,13.606438636779785,,,
7200,0.1938943862915039,14.558156967163086,,,
7300,0.1925860345363617,14.72028923034668,,,
7400,0.16610834002494812,15.742079734802246,,,
7500,0.15762506425380707,16.55938148498535,,,
7600,0.17406408488750458,14.455607414245605,,,
7700,0.1530715674161911,15.903909683227539,,,
7800,0.12869228422641754,15.669376373291016,,,
7900,0.16180925071239471,14.923415184020996,,,
8000,0.18694239854812622,14.51097583770752,,,
8100,0.0987783670425415,17.896617889404297,,,
8200,0.17085441946983337,15.051910400390625,,,
8300,0.20755235850811005,14.477088928222656,,,
8400,0.13575980067253113,15.742353439331055,,,
8500,0.1214638203382492,15.892736434936523,,,
8600,0.14329592883586884,14.947713851928711,,,
8700,0.16807447373867035,15.005633354187012,,,
8800,0.150258868932724,15.735030174255371,,,
8900,0.16379153728485107,15.488117218017578,,,
9000,0.1441430151462555,15.277603149414062,,,
9100,0.17053329944610596,15.712518692016602,,,
9200,0.17535695433616638,14.904682159423828,,,
9300,0.20125386118888855,14.359107971191406,,,
9400,0.12389936298131943,16.145763397216797,,,
9500,0.19887134432792664,13.993141174316406,,,
9600,0.17481856048107147,16.040023803710938,,,
9700,0.17280834913253784,14.952136039733887,,,
9800,0.18598191440105438,14.559566497802734,,,
9900,0.1753932237625122,14.856863975524902,,,
10000,0.14294648170471191,15.312155723571777,,,
10100,0.17267388105392456,14.983020782470703,,,
10200,0.14473405480384827,15.362895965576172,,,
10300,0.15017077326774597,15.553217887878418,,,
10400,0.13565057516098022,15.82870101928711,,,
10500,0.17306077480316162,14.957002639770508,,,
10600,0.2120392620563507,14.8323974609375,,,
10700,0.13117603957653046,16.003082275390625,,,
10800,0.14182904362678528,15.582719802856445,,,
10900,0.1045960783958435,17.49350929260254,,,
11000,0.1282730996608734,15.706130027770996,,,
11100,0.17839381098747253,15.002742767333984,,,
11200,0.13258224725723267,15.836345672607422,,,
11300,0.20517846941947937,14.559869766235352,,,
11400,0.1551852524280548,16.15719223022461,,,
11500,0.19719676673412323,15.57780933380127,,,
11600,0.16518323123455048,15.431653022766113,,,
11700,0.08715775609016418,17.9689998626709,,,
11800,0.16983716189861298,15.189546585083008,,,
11900,0.11856091022491455,16.564355850219727,,,
12000,0.15218450129032135,15.256063461303711,,,
12100,0.13368217647075653,16.017541885375977,,,
12200,0.24965807795524597,13.102001190185547,,,
12300,0.15547677874565125,15.535301208496094,,,
12400,0.15975534915924072,15.170953750610352,,,
12500,0.1322498619556427,15.74605941772461,,,
12600,0.12805545330047607,16.94875717163086,,,
12700,0.19004201889038086,14.750420570373535,,,
12800,0.12940408289432526,16.44707489013672,,,
12900,0.1382880061864853,16.009822845458984,,,
13000,0.14426745474338531,15.645655632019043,,,
13100,0.16948509216308594,14.973976135253906,,,
13200,0.12908963859081268,15.672187805175781,,,
13300,0.15830779075622559,14.890119552612305,,,
13400,0.16315442323684692,14.91575813293457,,,
13500,0.1570933759212494,15.070801734924316,,,
13600,0.17273955047130585,14.96487045288086,,,
13700,0.1998053789138794,14.047358512878418,,,
13800,0.2323034703731537,14.09776496887207,,,
13900,0.12108030170202255,16.119091033935547,,,
14000,0.11579864472150803,16.891048431396484,,,
14100,0.15189003944396973,16.300928115844727,,,
14200,0.1527913212776184,15.376269340515137,,,
14300,0.1962910294532776,14.686775207519531,,,
14400,0.19561603665351868,14.468452453613281,,,
14500,0.2168382704257965,13.961240768432617,,,
14600,0.18322257697582245,15.028462409973145,,,
14700,0.160490944981575,15.708372116088867,,,
14800,0.15177449584007263,14.64979076385498,,,
14900,0.1270955502986908,16.020034790039062,,,
15000,0.11272519826889038,16.38161849975586,,,
15100,0.1519913673400879,15.923980712890625,,,
15200,0.15586431324481964,15.271286010742188,,,
15300,0.13794682919979095,16.01673698425293,,,
15400,0.16281758248806,15.589639663696289,,,
15500,0.18957266211509705,15.283170700073242,,,
15600,0.18455258011817932,14.820932388305664,,,
15700,0.16102924942970276,15.489319801330566,,,
15800,0.16867266595363617,15.43345832824707,,,
15900,0.1703559160232544,15.719071388244629,,,
16000,0.15493568778038025,15.496477127075195,,,
16100,0.1504412591457367,16.020061492919922,,,
16200,0.11238549649715424,16.546838760375977,,,
16300,0.15043550729751587,15.508705139160156,,,
16400,0.1338374763727188,16.47602653503418,,,
16500,0.17170922458171844,14.771387100219727,,,
16600,0.1309211254119873,16.851966857910156,,,
16700,0.13846608996391296,15.803190231323242,,,
16800,0.12371055781841278,16.161123275756836,,,
16900,0.1198018416762352,16.594995498657227,,,
17000,0.16880685091018677,14.927231788635254,,,
17100,0.2545861601829529,12.618636131286621,,,
17200,0.16783039271831512,15.2963228225708,,,
17300,0.11502061784267426,16.035552978515625,,,
17400,0.1778090000152588,15.646012306213379,,,
17500,0.2165503203868866,13.92570686340332,,,
17600,0.11574764549732208,17.090892791748047,,,
17700,0.12624767422676086,16.20502471923828,,,
17800,0.09530889987945557,17.685104370117188,,,
17900,0.14346936345100403,15.736307144165039,,,
18000,0.15178558230400085,16.15760040283203,,,
18100,0.163949117064476,15.475374221801758,,,
18200,0.13029907643795013,16.38282585144043,,,
18300,0.09609134495258331,17.373306274414062,,,
18400,0.1162993535399437,16.61923599243164,,,
18500,0.13212798535823822,15.854369163513184,,,
18600,0.14492683112621307,16.102994918823242,,,
18700,0.14727765321731567,15.318191528320312,,,
18800,0.13144174218177795,15.623801231384277,,,
18900,0.12239416688680649,16.68657112121582,,,
19000,0.1434973031282425,15.43004035949707,,,
19100,0.1412181705236435,15.382406234741211,,,
19200,0.1542121022939682,14.795280456542969,,,
19300,0.18518273532390594,15.655160903930664,,,
19400,0.10673197358846664,16.683170318603516,,,
19500,0.14553797245025635,15.673437118530273,,,
19600,0.16194245219230652,14.939434051513672,,,
19700,0.17036041617393494,14.89043140411377,,,
19800,0.15691028535366058,15.489376068115234,,,
19900,0.09147640317678452,17.703777313232422,,,
20000,0.18150457739830017,14.755961418151855,,,
20100,0.17202982306480408,15.185768127441406,,,
20200,0.09611140191555023,17.129056930541992,,,
20300,0.18487975001335144,14.749326705932617,,,
20400,0.11991428583860397,16.608469009399414,,,
20500,0.1704111546278,14.886534690856934,,,
20600,0.16738355159759521,14.742509841918945,,,
20700,0.15978822112083435,15.902531623840332,,,
20800,0.18680286407470703,14.150226593017578,,,
20900,0.17513573169708252,14.807117462158203,,,
21000,0.16165374219417572,15.134672164916992,,,
21100,0.1592068374156952,15.650847434997559,,,
21200,0.20690378546714783,14.23259449005127,,,
21300,0.17489200830459595,14.396583557128906,,,
21400,0.1672540307044983,14.867815017700195,,,
21500,0.12617909908294678,16.264850616455078,,,
21600,0.17615148425102234,15.519842147827148,,,
21700,0.09404635429382324,17.534873962402344,,,
21800,0.10944627225399017,16.632030487060547,,,
21900,0.16018237173557281,16.036361694335938,,,
22000,0.11020863056182861,16.655479431152344,,,
22100,0.25564995408058167,13.420822143554688,,,
22200,0.19109421968460083,15.40878677368164,,,
22300,0.11564430594444275,17.90793228149414,,,
22400,0.18654899299144745,15.422266006469727,,,
22500,0.1276988685131073,15.73011589050293,,,
22600,0.18086931109428406,14.202320098876953,,,
22700,0.18709628283977509,14.476503372192383,,,
22800,0.13573001325130463,16.549928665161133,,,
22900,0.15040044486522675,15.190251350402832,,,
23000,0.11777367442846298,16.331817626953125,,,
23100,0.15844419598579407,15.23501968383789,,,
23200,0.12675228714942932,16.34780502319336,,,
23300,0.11214705556631088,16.316007614135742,,,
23400,0.15369479358196259,15.395018577575684,,,
23500,0.15302422642707825,15.380578994750977,,,
23600,0.0987575352191925,17.048471450805664,,,
23700,0.07246915996074677,18.134979248046875,,,
23800,0.08906745165586472,17.666107177734375,,,
23900,0.1556902527809143,15.393187522888184,,,
24000,0.1536462903022766,16.065074920654297,,,
24100,0.1426154226064682,16.00533676147461,,,
24200,0.2401566207408905,13.835886001586914,,,
24300,0.1097034439444542,16.553709030151367,,,
24400,0.17245706915855408,15.156515121459961,,,
24500,0.15560899674892426,15.120575904846191,,,
24600,0.09316834807395935,17.703947067260742,,,
24700,0.16212373971939087,15.300121307373047,,,
24800,0.22891609370708466,13.278958320617676,,,
24900,0.18789491057395935,13.915827751159668,,,
25000,0.15762589871883392,15.24806022644043,,,
25100,0.14422735571861267,15.6639404296875,,,
25200,0.11644836515188217,16.309316635131836,,,
25300,0.19114753603935242,14.689200401306152,,,
25400,0.14982156455516815,15.980940818786621,,,
25500,0.16237471997737885,15.53438949584961,,,
25600,0.1980029046535492,14.265317916870117,,,
25700,0.14216841757297516,15.877885818481445,,,
25800,0.1498713344335556,15.793941497802734,,,
25900,0.17989122867584229,14.357222557067871,,,
26000,0.08490194380283356,17.95124053955078,,,
26100,0.16650527715682983,15.365580558776855,,,
26200,0.1314045488834381,16.419254302978516,,,
26300,0.1596282571554184,15.134101867675781,,,
26400,0.1361694186925888,16.48067855834961,,,
26500,0.1992359459400177,14.117860794067383,,,
26600,0.17345738410949707,14.850077629089355,,,
26700,0.19128060340881348,14.157794952392578,,,
26800,0.13418444991111755,16.44253158569336,,,
26900,0.1458224058151245,15.738728523254395,,,
27000,0.1372789591550827,15.818461418151855,,,
27100,0.20705056190490723,14.198522567749023,,,
27200,0.1307714283466339,15.938385963439941,,,
27300,0.10114899277687073,16.934326171875,,,
27400,0.18507298827171326,14.752250671386719,,,
27500,0.10125287622213364,17.06470489501953,,,
27600,0.11110764741897583,16.62554931640625,,,
27700,0.1426781266927719,16.13704490661621,,,
27800,0.19391241669654846,14.59410285949707,,,
27900,0.1276305615901947,16.87825584411621,,,
28000,0.18671950697898865,14.852643013000488,,,
28100,0.10771048069000244,17.000057220458984,,,
28200,0.2351505011320114,13.260923385620117,,,
28300,0.14493221044540405,15.971257209777832,,,
28400,0.15219652652740479,15.25613021850586,,,
28500,0.1475069224834442,16.06207847595215,,,
28600,0.14200428128242493,16.051685333251953,,,
28700,0.10939746350049973,16.700109481811523,,,
28800,0.14705809950828552,16.225265502929688,,,
28900,0.26749300956726074,13.54702091217041,,,
29000,0.09708460420370102,17.70806884765625,,,
29100,0.1916462481021881,15.101285934448242,,,
29200,0.19681833684444427,15.524701118469238,,,
29300,0.1625959575176239,15.546188354492188,,,
29400,0.11684921383857727,17.2133731842041,,,
29500,0.11426123231649399,16.787921905517578,,,
29600,0.1770515888929367,15.22653865814209,,,
29700,0.19515572488307953,15.138998031616211,,,
29800,0.1704702079296112,15.435321807861328,,,
29900,0.1534116119146347,16.00922393798828,,,
30000,0.09813946485519409,17.179794311523438,,,
30100,0.17542396485805511,15.1467866897583,,,
30200,0.11553406715393066,17.000431060791016,,,
30300,0.14555731415748596,15.085017204284668,,,
30400,0.1745987981557846,15.32980728149414,,,
30500,0.17925319075584412,15.09388542175293,,,
30600,0.11867737025022507,16.313093185424805,,,
30700,0.17761127650737762,14.793342590332031,,,
30800,0.14179854094982147,15.648019790649414,,,
30900,0.18349449336528778,14.862248420715332,,,
31000,0.15834034979343414,15.134218215942383,,,
31100,0.08244587481021881,18.123130798339844,,,
31200,0.15319442749023438,15.243424415588379,,,
31300,0.22394447028636932,14.219764709472656,,,
31400,0.11398983001708984,16.449016571044922,,,
31500,0.18309664726257324,14.486262321472168,,,
31600,0.14703263342380524,15.268265724182129,,,
31700,0.14923088252544403,15.354042053222656,,,
31800,0.15967348217964172,15.83935546875,,,
31900,0.15354304015636444,15.351327896118164,,,
32000,0.14507558941841125,16.278278350830078,,,
32100,0.13223078846931458,16.436647415161133,,,
32200,0.12272630631923676,16.85411262512207,,,
32300,0.17000345885753632,15.741809844970703,,,
32400,0.1275973618030548,16.654193878173828,,,
32500,0.1064985990524292,17.43423843383789,,,
32600,0.13719138503074646,15.341682434082031,,,
32700,0.16395148634910583,15.712516784667969,,,
32800,0.18178677558898926,14.867289543151855,,,
32900,0.1312389224767685,16.217451095581055,,,
33000,0.20890599489212036,14.317222595214844,,,
33100,0.1669319123029709,16.10219955444336,,,
33200,0.13470499217510223,15.952293395996094,,,
33300,0.13285525143146515,16.178386688232422,,,
33400,0.12940743565559387,15.988447189331055,,,
33500,0.12530188262462616,15.843544006347656,,,
33600,0.1485687494277954,15.138639450073242,,,
33700,0.14006055891513824,15.712507247924805,,,
33800,0.17087559401988983,15.457578659057617,,,
33900,0.13437055051326752,16.532398223876953,,,
34000,0.19864945113658905,14.693880081176758,,,
34100,0.20279714465141296,14.571269989013672,,,
34200,0.17489854991436005,14.351461410522461,,,
34300,0.09275247901678085,17.892093658447266,,,
34400,0.09054147452116013,17.292831420898438,,,
34500,0.13148538768291473,16.22612953186035,,,
34600,0.17162589728832245,16.052932739257812,,,
34700,0.1437395066022873,16.41986846923828,,,
34800,0.17634552717208862,15.009405136108398,,,
34900,0.0849667638540268,17.653522491455078,,,
35000,0.24204331636428833,13.391168594360352,,,
35100,0.24231593310832977,14.214869499206543,,,
35200,0.07450464367866516,18.31072998046875,,,
35300,0.1533348262310028,15.316054344177246,,,
35400,0.1039421558380127,17.344833374023438,,,
35500,0.13837260007858276,15.942508697509766,,,
35600,0.10233980417251587,17.854400634765625,,,
35700,0.20194683969020844,14.858007431030273,,,
35800,0.22676965594291687,13.943496704101562,,,
35900,0.149830624461174,15.9246244430542,,,
36000,0.15401314198970795,16.017892837524414,,,
36100,0.0813755914568901,18.19210433959961,,,
36200,0.20236095786094666,14.553339004516602,,,
36300,0.2122565507888794,13.9722900390625,,,
36400,0.10563981533050537,17.498523712158203,,,
36500,0.1796768605709076,14.768950462341309,,,
36600,0.19563615322113037,15.582862854003906,,,
36700,0.22614124417304993,14.206872940063477,,,
36800,0.1964815855026245,15.346858978271484,,,
36900,0.16286912560462952,15.371485710144043,,,
37000,0.1537669599056244,15.644229888916016,,,
37100,0.09860476106405258,16.94521713256836,,,
37200,0.1499330997467041,15.600224494934082,,,
37300,0.1270419806241989,17.245990753173828,,,
37400,0.12609413266181946,16.623336791992188,,,
37500,0.12893269956111908,16.496021270751953,,,
37600,0.15392285585403442,15.651434898376465,,,
37700,0.10288934409618378,16.8936824798584,,,
37800,0.15951484441757202,15.369029998779297,,,
37900,0.13742473721504211,16.028106689453125,,,
38000,0.14258387684822083,16.206668853759766,,,
38100,0.16803543269634247,15.440513610839844,,,
38200,0.22526037693023682,13.680599212646484,,,
38300,0.1705615520477295,15.120508193969727,,,
38400,0.13980692625045776,16.06149673461914,,,
38500,0.16382265090942383,15.105558395385742,,,
38600,0.11772224307060242,16.6962947845459,,,
38700,0.17604193091392517,14.681316375732422,,,
38800,0.13718220591545105,16.176761627197266,,,
38900,0.171781986951828,14.489309310913086,,,
39000,0.14433836936950684,15.477246284484863,,,
39100,0.1248374804854393,16.908920288085938,,,
39200,0.16770514845848083,15.40803337097168,,,
39300,0.1964588761329651,14.344053268432617,,,
39400,0.14254745841026306,15.448710441589355,,,
39500,0.149836003780365,15.311626434326172,,,
39600,0.14477591216564178,15.82104778289795,,,
39700,0.1635408103466034,14.953958511352539,,,
39800,0.12916159629821777,16.532442092895508,,,
39900,0.11979226768016815,16.400089263916016,,,
40000,0.23739048838615417,13.035086631774902,,,
40100,0.13519583642482758,15.684412002563477,,,
40200,0.13147637248039246,16.590789794921875,,,
40300,0.17162615060806274,14.87939167022705,,,
40400,0.1562986671924591,15.240293502807617,,,
40500,0.16483548283576965,15.697160720825195,,,
40600,0.1534663736820221,15.912814140319824,,,
40700,0.1719425916671753,15.251437187194824,,,
40800,0.19743460416793823,15.420422554016113,,,
40900,0.15816760063171387,15.164275169372559,,,
41000,0.14707601070404053,15.845542907714844,,,
41100,0.20822247862815857,14.238101959228516,,,
41200,0.18201231956481934,15.17757797241211,,,
41300,0.14011335372924805,16.135175704956055,,,
41400,0.12294139713048935,16.717327117919922,,,
41500,0.11754219979047775,16.355228424072266,,,
41600,0.1865668147802353,14.697378158569336,,,
41700,0.1475728154182434,15.671401977539062,,,
41800,0.15548184514045715,14.93094253540039,,,
41900,0.1335812211036682,15.665963172912598,,,
42000,0.19858162105083466,14.05756664276123,,,
42100,0.16011816263198853,15.785358428955078,,,
42200,0.1058259829878807,17.714527130126953,,,
42300,0.1631971001625061,15.881091117858887,,,
42400,0.10706078261137009,17.444561004638672,,,
42500,0.16116568446159363,15.490283966064453,,,
42600,0.14967070519924164,14.808143615722656,,,
42700,0.1429998278617859,15.506855010986328,,,
42800,0.12093707919120789,16.842304229736328,,,
42900,0.07971659302711487,18.337764739990234,,,
43000,0.10382181406021118,16.961170196533203,,,
43100,0.22787801921367645,13.97268295288086,,,
43200,0.14706504344940186,15.815288543701172,,,
43300,0.12000596523284912,17.353858947753906,,,
43400,0.18235889077186584,14.361802101135254,,,
43500,0.14451242983341217,16.389644622802734,,,
43600,0.1101168543100357,17.190658569335938,,,
43700,0.18136975169181824,14.612960815429688,,,
43800,0.1742846965789795,16.030956268310547,,,
43900,0.07680943608283997,17.8024845123291,,,
44000,0.15648460388183594,15.654600143432617,,,
44100,0.1705678105354309,16.180397033691406,,,
44200,0.12232623994350433,16.427213668823242,,,
44300,0.1436910480260849,15.198665618896484,,,
44400,0.17265459895133972,15.004313468933105,,,
44500,0.12160342931747437,16.484033584594727,,,
44600,0.1521235704421997,15.618444442749023,,,
44700,0.10216077417135239,16.653959274291992,,,
44800,0.15724295377731323,15.250235557556152,,,
44900,0.16330522298812866,15.662672996520996,,,
45000,0.20092634856700897,14.429096221923828,,,
45100,0.13757628202438354,15.655125617980957,,,
45200,0.13986383378505707,15.659799575805664,,,
45300,0.17277085781097412,14.715519905090332,,,
45400,0.20481625199317932,14.779096603393555,,,
45500,0.20955491065979004,14.799596786499023,,,
45600,0.1142755001783371,16.74894142150879,,,
45700,0.17658476531505585,15.02011489868164,,,
45800,0.10986799001693726,16.507110595703125,,,
45900,0.17729529738426208,14.798553466796875,,,
46000,0.11975006759166718,16.569671630859375,,,
46100,0.15768098831176758,15.112529754638672,,,
46200,0.15752920508384705,15.364879608154297,,,
46300,0.135955348610878,16.191818237304688,,,
46400,0.1518554538488388,15.83459186553955,,,
46500,0.07662849128246307,17.983322143554688,,,
46600,0.14621716737747192,15.51638412475586,,,
46700,0.14792358875274658,15.38138198852539,,,
46800,0.14883533120155334,15.08045482635498,,,
46900,0.14893996715545654,16.28307342529297,,,
47000,0.1563643515110016,15.61346435546875,,,
47100,0.09652765840291977,18.110021591186523,,,
47200,0.1945982277393341,14.267004013061523,,,
47300,0.238456130027771,13.696033477783203,,,
47400,0.14420674741268158,15.756511688232422,,,
47500,0.08313433825969696,18.048614501953125,,,
47600,0.10604634135961533,16.785585403442383,,,
47700,0.11965540051460266,17.07929229736328,,,
47800,0.11319980025291443,16.773611068725586,,,
47900,0.18329709768295288,15.40822982788086,,,
