tag,last_step,last_value,best_min_value,best_step,best_max_value
train/domain,99900,12.0,,0,12.0
train/loss,99900,0.2081393450498581,0.1543274223804474,92000,
train/psnr,99900,18.085695266723633,,92000,21.411632537841797
val/avg_psnr,99,21.040971755981445,,82,21.12860679626465
val/imagenet-weather_psnr,99,21.040971755981445,,82,21.12860679626465
val/imagenet-weather_ssim,99,0.7782605290412903,,75,0.7810919284820557
