step,train/loss,train/psnr,val/avg_psnr,val/imagenet-blur_psnr,val/imagenet-blur_ssim
67,,,18.13878059387207,18.13878059387207,0.5314959287643433
68,,,18.17959213256836,18.17959213256836,0.5362264513969421
69,,,18.182655334472656,18.182655334472656,0.535180926322937
70,,,18.088953018188477,18.088953018188477,0.5304790735244751
71,,,18.193748474121094,18.193748474121094,0.5354825258255005
72,,,18.08055877685547,18.08055877685547,0.5286368131637573
73,,,18.19464111328125,18.19464111328125,0.5371479988098145
74,,,18.227575302124023,18.227575302124023,0.5354957580566406
75,,,18.26116371154785,18.26116371154785,0.5375568270683289
76,,,18.133831024169922,18.133831024169922,0.5330289006233215
77,,,18.328325271606445,18.328325271606445,0.5409578084945679
78,,,18.235931396484375,18.235931396484375,0.5363430380821228
79,,,18.109272003173828,18.109272003173828,0.5321074724197388
80,,,18.230619430541992,18.230619430541992,0.5350631475448608
81,,,18.17685890197754,18.17685890197754,0.532114565372467
82,,,18.141801834106445,18.141801834106445,0.5335382223129272
83,,,18.09889793395996,18.09889793395996,0.5301433801651001
84,,,18.13172721862793,18.13172721862793,0.5311395525932312
85,,,18.235395431518555,18.235395431518555,0.5368145108222961
86,,,18.22513198852539,18.22513198852539,0.5341541171073914
87,,,18.227685928344727,18.227685928344727,0.5344330668449402
88,,,18.2073917388916,18.2073917388916,0.5359635949134827
89,,,18.24958038330078,18.24958038330078,0.5368860960006714
90,,,18.199602127075195,18.199602127075195,0.5343028903007507
91,,,18.223182678222656,18.223182678222656,0.5360620021820068
92,,,18.22403335571289,18.22403335571289,0.5368475914001465
93,,,18.180530548095703,18.180530548095703,0.5351687669754028
94,,,18.222383499145508,18.222383499145508,0.5358096957206726
95,,,18.246192932128906,18.246192932128906,0.5370299220085144
96,,,18.19634246826172,18.19634246826172,0.5352369546890259
97,,,18.23140525817871,18.23140525817871,0.5367578268051147
98,,,18.216039657592773,18.216039657592773,0.5364510416984558
99,,,18.23923110961914,18.23923110961914,0.5366061329841614
100,0.1299956738948822,15.495925903320312,,,
200,0.16409431397914886,14.851766586303711,,,
300,0.14607760310173035,16.127574920654297,,,
400,0.10208889096975327,17.162124633789062,,,
500,0.2111222743988037,14.456900596618652,,,
600,0.13588280975818634,15.357105255126953,,,
700,0.14301888644695282,15.446951866149902,,,
800,0.12414656579494476,15.799092292785645,,,
900,0.12877219915390015,16.307435989379883,,,
1000,0.12096136808395386,15.77907943725586,,,
1100,0.1694267839193344,15.0333251953125,,,
1200,0.13439249992370605,15.45382308959961,,,
1300,0.18805228173732758,14.968355178833008,,,
1400,0.13925930857658386,16.122344970703125,,,
1500,0.1603555977344513,15.027860641479492,,,
1600,0.15851448476314545,14.812295913696289,,,
1700,0.1714860051870346,14.871234893798828,,,
1800,0.15528345108032227,14.835941314697266,,,
1900,0.1261863261461258,17.316036224365234,,,
2000,0.2380514144897461,13.735135078430176,,,
2100,0.12997287511825562,15.872127532958984,,,
2200,0.14799746870994568,15.412846565246582,,,
2300,0.17232435941696167,14.772621154785156,,,
2400,0.1519293189048767,14.704407691955566,,,
2500,0.18092584609985352,15.233724594116211,,,
2600,0.14300665259361267,15.045567512512207,,,
2700,0.13274887204170227,15.18961238861084,,,
2800,0.15739072859287262,14.523052215576172,,,
2900,0.16377590596675873,14.874046325683594,,,
3000,0.1754302680492401,14.476774215698242,,,
3100,0.2055787742137909,14.439881324768066,,,
3200,0.16671600937843323,14.998117446899414,,,
3300,0.15111204981803894,15.214958190917969,,,
3400,0.1434682011604309,15.075177192687988,,,
3500,0.18571814894676208,15.414133071899414,,,
3600,0.12051572650671005,16.509544372558594,,,
3700,0.15386754274368286,15.55146598815918,,,
3800,0.15348565578460693,14.999292373657227,,,
3900,0.17984920740127563,15.564937591552734,,,
4000,0.17952024936676025,15.009882926940918,,,
4100,0.10529386252164841,16.670873641967773,,,
4200,0.15828588604927063,14.739740371704102,,,
4300,0.18641643226146698,14.45779800415039,,,
4400,0.11664216965436935,16.017871856689453,,,
4500,0.204156756401062,14.313322067260742,,,
4600,0.169745534658432,14.664461135864258,,,
4700,0.25021815299987793,13.211012840270996,,,
4800,0.15113157033920288,15.599136352539062,,,
4900,0.15047234296798706,15.207100868225098,,,
5000,0.12964652478694916,15.859596252441406,,,
5100,0.23878446221351624,13.817178726196289,,,
5200,0.20417217910289764,14.036910057067871,,,
5300,0.11430009454488754,16.524383544921875,,,
5400,0.11335652321577072,16.559694290161133,,,
5500,0.22649693489074707,14.273078918457031,,,
5600,0.14100521802902222,15.745284080505371,,,
5700,0.1447574943304062,15.147001266479492,,,
5800,0.22042524814605713,13.69689655303955,,,
5900,0.1552911102771759,15.140335083007812,,,
6000,0.18628919124603271,14.908870697021484,,,
6100,0.12790729105472565,15.662109375,,,
6200,0.18071161210536957,15.063579559326172,,,
6300,0.15357606112957,15.469873428344727,,,
6400,0.16090545058250427,14.9225435256958,,,
6500,0.15989074110984802,14.719592094421387,,,
6600,0.17885348200798035,14.888754844665527,,,
6700,0.12492542713880539,16.899003982543945,,,
6800,0.14220814406871796,15.587838172912598,,,
6900,0.13325026631355286,16.510231018066406,,,
7000,0.14351177215576172,15.657943725585938,,,
7100,0.19699673354625702,14.288881301879883,,,
7200,0.11856989562511444,16.216358184814453,,,
7300,0.14798246324062347,14.899436950683594,,,
7400,0.0940587967634201,17.8598690032959,,,
7500,0.11328985542058945,16.266857147216797,,,
7600,0.15243615210056305,15.38570499420166,,,
7700,0.1298326998949051,15.341245651245117,,,
7800,0.11198752373456955,16.552520751953125,,,
7900,0.12106233835220337,15.91529655456543,,,
8000,0.12344825267791748,16.275161743164062,,,
8100,0.18494966626167297,14.915420532226562,,,
8200,0.12754468619823456,16.15540313720703,,,
8300,0.16270016133785248,16.22178840637207,,,
8400,0.11753934621810913,15.923235893249512,,,
8500,0.13270524144172668,16.56371307373047,,,
8600,0.11408579349517822,15.870049476623535,,,
8700,0.1704730987548828,14.76609992980957,,,
8800,0.12092465162277222,16.34688949584961,,,
8900,0.11004340648651123,16.479204177856445,,,
9000,0.1332779824733734,16.08698081970215,,,
9100,0.1721421331167221,15.215978622436523,,,
9200,0.24048173427581787,13.309215545654297,,,
9300,0.14428798854351044,15.177892684936523,,,
9400,0.1496151089668274,15.803503036499023,,,
9500,0.13509321212768555,15.578752517700195,,,
9600,0.1842372864484787,14.708209991455078,,,
9700,0.13676956295967102,15.668294906616211,,,
9800,0.09428887069225311,16.84638214111328,,,
9900,0.12911055982112885,15.498237609863281,,,
10000,0.12468324601650238,16.041778564453125,,,
10100,0.15506267547607422,15.384734153747559,,,
10200,0.13284564018249512,15.844078063964844,,,
10300,0.1524084359407425,15.60628604888916,,,
10400,0.16211159527301788,15.323461532592773,,,
10500,0.09544433653354645,17.175710678100586,,,
10600,0.11121117323637009,16.635536193847656,,,
10700,0.11380734294652939,16.76752471923828,,,
10800,0.17224547266960144,14.898941040039062,,,
10900,0.14698433876037598,15.3384428024292,,,
11000,0.1633005440235138,14.47174072265625,,,
11100,0.13967756927013397,16.38003921508789,,,
11200,0.16753950715065002,14.260528564453125,,,
11300,0.1861119270324707,14.42780590057373,,,
11400,0.1324003040790558,15.392521858215332,,,
11500,0.09714950621128082,16.911245346069336,,,
11600,0.08658961951732635,17.520179748535156,,,
11700,0.11159064620733261,16.96862030029297,,,
11800,0.10420944541692734,16.809791564941406,,,
11900,0.1893150508403778,14.266060829162598,,,
12000,0.1554533839225769,15.396904945373535,,,
12100,0.14158956706523895,15.77225399017334,,,
12200,0.172596275806427,14.846918106079102,,,
12300,0.17909805476665497,15.2470121383667,,,
12400,0.12764428555965424,15.627473831176758,,,
12500,0.13962769508361816,15.867766380310059,,,
12600,0.12714359164237976,16.744705200195312,,,
12700,0.1678403615951538,14.947235107421875,,,
12800,0.14267361164093018,15.53123664855957,,,
12900,0.13893480598926544,15.939425468444824,,,
13000,0.14915654063224792,15.619529724121094,,,
13100,0.12236955016851425,15.866655349731445,,,
13200,0.1607072949409485,15.256126403808594,,,
13300,0.12342673540115356,15.915666580200195,,,
13400,0.14164003729820251,15.743953704833984,,,
13500,0.12541714310646057,16.278518676757812,,,
13600,0.1772458553314209,14.368973731994629,,,
13700,0.15194503962993622,14.783891677856445,,,
13800,0.1398293673992157,15.88578987121582,,,
13900,0.16631168127059937,15.21270751953125,,,
14000,0.1327853500843048,15.95056438446045,,,
14100,0.12951871752738953,16.058685302734375,,,
14200,0.1310088336467743,16.247472763061523,,,
14300,0.15141281485557556,14.685115814208984,,,
14400,0.13215921819210052,16.05828857421875,,,
14500,0.1503552794456482,15.173683166503906,,,
14600,0.18623612821102142,15.062411308288574,,,
14700,0.1233445256948471,16.04912757873535,,,
14800,0.1590203046798706,15.054584503173828,,,
14900,0.1383923590183258,16.08230972290039,,,
15000,0.14365606009960175,14.799493789672852,,,
15100,0.12369142472743988,15.773948669433594,,,
15200,0.13312727212905884,16.584735870361328,,,
15300,0.16859564185142517,16.71953582763672,,,
15400,0.1286475509405136,15.664721488952637,,,
15500,0.13650798797607422,15.655187606811523,,,
15600,0.1982337087392807,13.665779113769531,,,
15700,0.17717331647872925,14.881063461303711,,,
15800,0.11759459972381592,16.965513229370117,,,
15900,0.15371498465538025,15.188364028930664,,,
16000,0.10601289570331573,16.77899932861328,,,
16100,0.19555619359016418,14.518150329589844,,,
16200,0.12203788012266159,15.912459373474121,,,
16300,0.13103559613227844,15.733848571777344,,,
16400,0.1904325932264328,13.879833221435547,,,
16500,0.15125687420368195,15.71031379699707,,,
16600,0.1476600468158722,15.24390983581543,,,
16700,0.12536588311195374,16.22352409362793,,,
16800,0.15483100712299347,15.022350311279297,,,
16900,0.13279180228710175,15.611054420471191,,,
17000,0.12930463254451752,15.99936294555664,,,
17100,0.12824633717536926,16.364437103271484,,,
17200,0.1553528904914856,16.13115119934082,,,
17300,0.16007733345031738,15.431158065795898,,,
17400,0.15108603239059448,15.388700485229492,,,
17500,0.15918242931365967,14.730467796325684,,,
17600,0.11419975757598877,17.13563346862793,,,
17700,0.08661548793315887,17.442310333251953,,,
17800,0.19423991441726685,14.277816772460938,,,
17900,0.1168498620390892,16.41112518310547,,,
18000,0.13007189333438873,15.451375007629395,,,
18100,0.1572795957326889,15.328351020812988,,,
18200,0.12732239067554474,15.88522720336914,,,
18300,0.1480613797903061,16.097179412841797,,,
18400,0.17229938507080078,14.83634090423584,,,
18500,0.11817985773086548,15.930191993713379,,,
18600,0.18630075454711914,15.641605377197266,,,
18700,0.13264217972755432,15.822014808654785,,,
18800,0.15546914935112,15.77191162109375,,,
18900,0.17153406143188477,14.549766540527344,,,
19000,0.11697670817375183,15.984745025634766,,,
19100,0.15067733824253082,15.055948257446289,,,
19200,0.17929625511169434,15.571452140808105,,,
19300,0.13746941089630127,15.685659408569336,,,
19400,0.12494342029094696,16.1580867767334,,,
19500,0.10838492214679718,16.91747283935547,,,
19600,0.19922330975532532,14.123626708984375,,,
19700,0.15205377340316772,15.567781448364258,,,
19800,0.14032205939292908,15.653732299804688,,,
19900,0.17451858520507812,15.302289009094238,,,
20000,0.17222276329994202,15.409635543823242,,,
20100,0.1667327880859375,16.097896575927734,,,
20200,0.1455695927143097,15.645014762878418,,,
20300,0.10488663613796234,16.64913558959961,,,
20400,0.09732749313116074,17.80246353149414,,,
20500,0.10717131942510605,16.47545051574707,,,
20600,0.15532714128494263,15.24915599822998,,,
20700,0.11693210899829865,16.222536087036133,,,
20800,0.11082306504249573,16.55377769470215,,,
20900,0.12767216563224792,16.711084365844727,,,
21000,0.14867113530635834,15.01280689239502,,,
21100,0.18433010578155518,14.927119255065918,,,
21200,0.11041951179504395,16.318647384643555,,,
21300,0.19411137700080872,15.23797607421875,,,
21400,0.1627642810344696,14.81655216217041,,,
21500,0.1905532330274582,14.034995079040527,,,
21600,0.10644149780273438,17.08426284790039,,,
21700,0.11714157462120056,16.046659469604492,,,
21800,0.1468469500541687,15.341760635375977,,,
21900,0.10813091695308685,16.208740234375,,,
22000,0.1929507553577423,14.050167083740234,,,
22100,0.15652205049991608,15.523358345031738,,,
22200,0.18683910369873047,14.88499927520752,,,
22300,0.14636987447738647,15.528861045837402,,,
22400,0.12372177839279175,16.675678253173828,,,
22500,0.14099854230880737,15.272107124328613,,,
22600,0.18961656093597412,14.913520812988281,,,
22700,0.12091736495494843,16.010257720947266,,,
22800,0.14735057950019836,14.93237018585205,,,
22900,0.1062396764755249,16.80697250366211,,,
23000,0.14422374963760376,16.001359939575195,,,
23100,0.15100452303886414,15.63705062866211,,,
23200,0.19619707763195038,13.824701309204102,,,
23300,0.15785810351371765,14.776049613952637,,,
23400,0.13882532715797424,15.897299766540527,,,
23500,0.149897962808609,15.831222534179688,,,
23600,0.1188940703868866,16.248497009277344,,,
23700,0.12407626956701279,15.636951446533203,,,
23800,0.12761998176574707,16.57947540283203,,,
23900,0.1167253851890564,15.883964538574219,,,
24000,0.14214736223220825,15.512715339660645,,,
24100,0.1241532564163208,15.988723754882812,,,
24200,0.12948432564735413,15.770275115966797,,,
24300,0.15981152653694153,14.648402214050293,,,
24400,0.14593550562858582,15.263495445251465,,,
24500,0.16340762376785278,15.271475791931152,,,
24600,0.17019127309322357,15.368188858032227,,,
24700,0.11826442182064056,15.98369312286377,,,
24800,0.1028711348772049,16.839847564697266,,,
24900,0.15808603167533875,15.108749389648438,,,
25000,0.25332021713256836,13.652788162231445,,,
25100,0.1624050885438919,15.413250923156738,,,
25200,0.16255444288253784,15.185134887695312,,,
25300,0.1846388578414917,14.92291259765625,,,
25400,0.1953178346157074,14.539754867553711,,,
25500,0.11612783372402191,16.104122161865234,,,
25600,0.14171458780765533,15.281937599182129,,,
25700,0.11499699205160141,16.457012176513672,,,
25800,0.1599777638912201,15.480177879333496,,,
25900,0.1503753662109375,15.777833938598633,,,
26000,0.19565646350383759,14.615203857421875,,,
26100,0.0780012235045433,18.15935707092285,,,
26200,0.1322164237499237,15.774970054626465,,,
26300,0.13766416907310486,15.589914321899414,,,
26400,0.1262640357017517,16.81655502319336,,,
26500,0.1828894019126892,15.314538955688477,,,
26600,0.17221614718437195,14.701253890991211,,,
26700,0.11006675660610199,16.548057556152344,,,
26800,0.17993637919425964,14.932652473449707,,,
26900,0.12807215750217438,16.14202117919922,,,
27000,0.17331215739250183,15.343331336975098,,,
27100,0.1256144791841507,16.297447204589844,,,
27200,0.16362982988357544,14.917418479919434,,,
27300,0.123219333589077,16.058570861816406,,,
27400,0.11488877236843109,16.627422332763672,,,
27500,0.16067951917648315,15.302961349487305,,,
27600,0.14150601625442505,15.37601089477539,,,
27700,0.1895931214094162,13.873382568359375,,,
27800,0.12491272389888763,16.222747802734375,,,
27900,0.12419050931930542,15.825486183166504,,,
28000,0.14445631206035614,15.4888334274292,,,
28100,0.1557788848876953,16.756933212280273,,,
28200,0.13990305364131927,16.402692794799805,,,
28300,0.13209569454193115,16.057886123657227,,,
28400,0.16371211409568787,15.168670654296875,,,
28500,0.13590684533119202,15.356457710266113,,,
28600,0.13175460696220398,15.345197677612305,,,
28700,0.10399164259433746,16.67278480529785,,,
28800,0.20094674825668335,13.95779037475586,,,
28900,0.10654713958501816,16.704769134521484,,,
29000,0.2057691067457199,14.093650817871094,,,
29100,0.15629518032073975,15.358342170715332,,,
29200,0.13223320245742798,15.760078430175781,,,
29300,0.14424994587898254,15.32314682006836,,,
29400,0.1081952303647995,16.68498992919922,,,
29500,0.1519647091627121,16.102527618408203,,,
29600,0.09950076043605804,17.65117645263672,,,
29700,0.18750350177288055,15.066059112548828,,,
29800,0.07866565883159637,17.97188949584961,,,
29900,0.11652427166700363,16.318004608154297,,,
30000,0.14279833436012268,16.51525115966797,,,
30100,0.1091621071100235,16.59667205810547,,,
30200,0.08061866462230682,17.637744903564453,,,
30300,0.2275286167860031,14.25094985961914,,,
30400,0.10869455337524414,16.74742889404297,,,
30500,0.21025769412517548,13.347803115844727,,,
30600,0.11319747567176819,16.321142196655273,,,
30700,0.12059607356786728,17.089004516601562,,,
30800,0.15134313702583313,15.630353927612305,,,
30900,0.13720445334911346,15.884775161743164,,,
31000,0.16623306274414062,15.125494003295898,,,
31100,0.10323643684387207,16.603233337402344,,,
31200,0.14349877834320068,15.96708869934082,,,
31300,0.1321861445903778,15.619606971740723,,,
31400,0.14913150668144226,15.465058326721191,,,
31500,0.11377325654029846,17.11968994140625,,,
31600,0.11991672217845917,16.3654727935791,,,
31700,0.1568261682987213,14.719610214233398,,,
31800,0.13812705874443054,15.897296905517578,,,
31900,0.15679393708705902,14.49710750579834,,,
32000,0.18322059512138367,14.511422157287598,,,
32100,0.1272437423467636,16.794857025146484,,,
32200,0.1281796544790268,15.862959861755371,,,
32300,0.18073418736457825,14.524211883544922,,,
32400,0.1704264134168625,15.309263229370117,,,
32500,0.18304488062858582,14.89468002319336,,,
32600,0.19275924563407898,14.298006057739258,,,
32700,0.1492820382118225,16.6026554107666,,,
32800,0.14414706826210022,15.68452262878418,,,
32900,0.0961509644985199,17.61493682861328,,,
33000,0.18956783413887024,14.40920639038086,,,
33100,0.2281607836484909,14.070542335510254,,,
33200,0.12718108296394348,15.950310707092285,,,
33300,0.1528412401676178,15.66042709350586,,,
33400,0.11135029792785645,16.67901611328125,,,
33500,0.15179771184921265,15.405860900878906,,,
33600,0.14573483169078827,15.351263046264648,,,
33700,0.23460179567337036,13.523999214172363,,,
33800,0.19562415778636932,15.168989181518555,,,
33900,0.1883769929409027,15.448149681091309,,,
34000,0.1297662854194641,15.790987014770508,,,
34100,0.18061065673828125,14.45620059967041,,,
34200,0.12163924425840378,16.028377532958984,,,
34300,0.1103873997926712,16.496131896972656,,,
34400,0.1484048068523407,15.288613319396973,,,
34500,0.12298127263784409,16.475414276123047,,,
34600,0.12733815610408783,16.5422306060791,,,
34700,0.17784357070922852,14.875280380249023,,,
34800,0.18158233165740967,15.217716217041016,,,
34900,0.10351860523223877,16.968791961669922,,,
35000,0.13061335682868958,15.931303024291992,,,
35100,0.1506647765636444,16.100669860839844,,,
35200,0.15394654870033264,15.765433311462402,,,
35300,0.10882288217544556,16.488719940185547,,,
35400,0.13471059501171112,16.05167007446289,,,
35500,0.12475695461034775,16.504135131835938,,,
35600,0.163380429148674,15.622198104858398,,,
35700,0.20418605208396912,14.631643295288086,,,
35800,0.11604809761047363,16.56624984741211,,,
35900,0.1462482511997223,16.202287673950195,,,
36000,0.1584606170654297,14.703436851501465,,,
36100,0.1381148099899292,16.35263442993164,,,
36200,0.16171768307685852,14.99393367767334,,,
36300,0.10742603242397308,16.48084831237793,,,
36400,0.1229717954993248,16.619407653808594,,,
36500,0.14044305682182312,15.982852935791016,,,
36600,0.17588773369789124,14.567506790161133,,,
36700,0.12453687191009521,16.105945587158203,,,
36800,0.15348541736602783,15.22797966003418,,,
36900,0.12213169783353806,16.027524948120117,,,
37000,0.18242904543876648,14.554712295532227,,,
37100,0.11794575303792953,16.411670684814453,,,
37200,0.13646388053894043,15.375528335571289,,,
37300,0.11776085942983627,16.262466430664062,,,
37400,0.14163905382156372,16.054031372070312,,,
37500,0.12521399557590485,16.574981689453125,,,
37600,0.20989370346069336,14.010614395141602,,,
37700,0.12292575091123581,16.03600311279297,,,
37800,0.161723792552948,14.778428077697754,,,
37900,0.14242787659168243,16.16067123413086,,,
38000,0.15100091695785522,15.883163452148438,,,
38100,0.18024688959121704,15.356256484985352,,,
38200,0.13406376540660858,16.56612777709961,,,
38300,0.19312477111816406,15.14549446105957,,,
38400,0.1370973289012909,15.749722480773926,,,
38500,0.18079835176467896,14.8134183883667,,,
38600,0.18905946612358093,14.357854843139648,,,
38700,0.15089768171310425,15.763875961303711,,,
38800,0.12669304013252258,16.20366668701172,,,
38900,0.11251801252365112,16.212738037109375,,,
39000,0.13875959813594818,15.876601219177246,,,
39100,0.15322719514369965,14.878213882446289,,,
39200,0.10691244900226593,16.315092086791992,,,
39300,0.14570820331573486,15.702077865600586,,,
39400,0.19197770953178406,14.068634033203125,,,
39500,0.1413899064064026,15.4338960647583,,,
39600,0.12448778748512268,15.35989761352539,,,
39700,0.15529648959636688,15.315963745117188,,,
39800,0.11440090835094452,16.590173721313477,,,
39900,0.12090544402599335,15.62614631652832,,,
40000,0.2316598743200302,13.971675872802734,,,
40100,0.12867245078086853,15.942314147949219,,,
40200,0.22369806468486786,14.681943893432617,,,
40300,0.1357658952474594,16.470041275024414,,,
40400,0.1567929983139038,15.031160354614258,,,
40500,0.22165201604366302,14.681922912597656,,,
40600,0.16450074315071106,14.837986946105957,,,
40700,0.1353931725025177,15.531563758850098,,,
40800,0.11447813361883163,16.887069702148438,,,
40900,0.1127094030380249,16.720367431640625,,,
41000,0.13782328367233276,15.565881729125977,,,
41100,0.13771210610866547,15.881619453430176,,,
41200,0.0980086475610733,17.106796264648438,,,
41300,0.12302055209875107,16.22159194946289,,,
41400,0.12269695848226547,16.062904357910156,,,
41500,0.16043144464492798,15.165155410766602,,,
41600,0.18058578670024872,14.38044261932373,,,
41700,0.15588440001010895,15.89963150024414,,,
41800,0.16884079575538635,14.595970153808594,,,
41900,0.1997157633304596,15.06513786315918,,,
42000,0.1450546383857727,15.924091339111328,,,
42100,0.12839525938034058,16.045135498046875,,,
42200,0.15399105846881866,14.900354385375977,,,
42300,0.18786436319351196,14.905186653137207,,,
42400,0.13853763043880463,16.168704986572266,,,
42500,0.13785924017429352,15.711238861083984,,,
42600,0.1305864304304123,16.37824249267578,,,
42700,0.08416088670492172,17.53215789794922,,,
42800,0.17440223693847656,14.220195770263672,,,
42900,0.18023964762687683,15.056788444519043,,,
43000,0.1934511661529541,14.391258239746094,,,
43100,0.16286975145339966,15.943609237670898,,,
43200,0.16715797781944275,15.616483688354492,,,
43300,0.11814170330762863,16.102455139160156,,,
43400,0.10750794410705566,17.365201950073242,,,
43500,0.12035557627677917,16.27555274963379,,,
43600,0.13405585289001465,16.346323013305664,,,
43700,0.17217811942100525,15.290172576904297,,,
43800,0.10930858552455902,16.840831756591797,,,
43900,0.140239417552948,15.341913223266602,,,
44000,0.1009010374546051,17.14248275756836,,,
44100,0.14084739983081818,16.053485870361328,,,
44200,0.11451291292905807,16.54228973388672,,,
44300,0.18501198291778564,14.54777717590332,,,
44400,0.145283043384552,15.791498184204102,,,
44500,0.21049122512340546,14.035629272460938,,,
44600,0.13886897265911102,15.846789360046387,,,
44700,0.12244878709316254,16.614887237548828,,,
44800,0.11878232657909393,16.53944206237793,,,
44900,0.105101577937603,16.705368041992188,,,
45000,0.2078460156917572,14.500814437866211,,,
45100,0.14331337809562683,15.113018035888672,,,
45200,0.1626349240541458,14.899213790893555,,,
45300,0.16606521606445312,15.554383277893066,,,
45400,0.17652523517608643,14.248810768127441,,,
45500,0.13959507644176483,16.220104217529297,,,
45600,0.10831184685230255,17.517850875854492,,,
45700,0.13438084721565247,16.10975456237793,,,
45800,0.14932337403297424,15.528478622436523,,,
45900,0.140600323677063,15.467806816101074,,,
46000,0.13368338346481323,15.848711013793945,,,
46100,0.1407632976770401,15.800049781799316,,,
46200,0.16619378328323364,14.837381362915039,,,
46300,0.17056402564048767,14.92564582824707,,,
46400,0.16382670402526855,15.412310600280762,,,
46500,0.10172207653522491,17.038509368896484,,,
46600,0.19335465133190155,13.929374694824219,,,
46700,0.12402260303497314,16.293567657470703,,,
46800,0.1585768610239029,15.188003540039062,,,
46900,0.20636270940303802,14.028968811035156,,,
47000,0.17576250433921814,14.74496841430664,,,
47100,0.18101641535758972,14.21860408782959,,,
47200,0.12958082556724548,16.49140167236328,,,
47300,0.1843041628599167,14.556599617004395,,,
47400,0.167186439037323,16.03702163696289,,,
47500,0.17316631972789764,15.506214141845703,,,
47600,0.10430996119976044,16.34903335571289,,,
47700,0.15087121725082397,15.747066497802734,,,
47800,0.1569039225578308,15.18404483795166,,,
47900,0.13489998877048492,16.23239517211914,,,
