step,train/domain,train/loss,train/psnr,val/avg_psnr,val/imagenet-blur_psnr,val/imagenet-blur_ssim
80,,,,18.79384422302246,18.79384422302246,0.5657086968421936
81,,,,18.782533645629883,18.782533645629883,0.5683392882347107
82,,,,18.82094955444336,18.82094955444336,0.5704724788665771
83,,,,18.78268051147461,18.78268051147461,0.5663346648216248
84,,,,18.78542709350586,18.78542709350586,0.5663163065910339
85,,,,18.803674697875977,18.803674697875977,0.5680232048034668
86,,,,18.834484100341797,18.834484100341797,0.5697600841522217
87,,,,18.74175262451172,18.74175262451172,0.5656883120536804
88,,,,18.84781837463379,18.84781837463379,0.5689504742622375
89,,,,18.761632919311523,18.761632919311523,0.5674300193786621
90,,,,18.782461166381836,18.782461166381836,0.5686162710189819
91,,,,18.780500411987305,18.780500411987305,0.5677932500839233
92,,,,18.856901168823242,18.856901168823242,0.570363461971283
93,,,,18.812557220458984,18.812557220458984,0.5689011216163635
94,,,,18.79146957397461,18.79146957397461,0.5682252049446106
95,,,,18.782615661621094,18.782615661621094,0.567939817905426
96,,,,18.794822692871094,18.794822692871094,0.5688538551330566
97,,,,18.795326232910156,18.795326232910156,0.5683396458625793
98,,,,18.80649185180664,18.80649185180664,0.5689870715141296
99,,,,18.803842544555664,18.803842544555664,0.5688867568969727
100,48.0,0.36643415689468384,13.111668586730957,,,
200,48.0,0.29663577675819397,14.833006858825684,,,
300,48.0,0.33425581455230713,13.623899459838867,,,
400,48.0,0.31757187843322754,14.162179946899414,,,
500,48.0,0.29229530692100525,14.774741172790527,,,
600,48.0,0.3172590434551239,14.598304748535156,,,
700,48.0,0.32396289706230164,14.087532043457031,,,
800,48.0,0.33914369344711304,14.129817962646484,,,
900,48.0,0.2828652858734131,15.212638854980469,,,
1000,48.0,0.3037242293357849,14.556991577148438,,,
1100,48.0,0.2971511483192444,14.661603927612305,,,
1200,48.0,0.24055306613445282,16.51884651184082,,,
1300,48.0,0.29486334323883057,14.486557006835938,,,
1400,48.0,0.29767367243766785,14.64391803741455,,,
1500,48.0,0.2592346668243408,15.70201301574707,,,
1600,48.0,0.31326815485954285,14.308277130126953,,,
1700,48.0,0.2771681249141693,15.373578071594238,,,
1800,48.0,0.27260515093803406,15.82638931274414,,,
1900,48.0,0.23415648937225342,16.403244018554688,,,
2000,48.0,0.2748851478099823,15.335065841674805,,,
2100,48.0,0.30017560720443726,14.560260772705078,,,
2200,48.0,0.3403714895248413,13.880565643310547,,,
2300,48.0,0.3135058879852295,14.713987350463867,,,
2400,48.0,0.27586984634399414,15.565776824951172,,,
2500,48.0,0.2740481197834015,15.272504806518555,,,
2600,48.0,0.3086014688014984,14.73941421508789,,,
2700,48.0,0.24052417278289795,16.244155883789062,,,
2800,48.0,0.23709070682525635,16.723548889160156,,,
2900,48.0,0.2850128710269928,15.021379470825195,,,
3000,48.0,0.284399151802063,15.487716674804688,,,
3100,48.0,0.21127949655056,17.284786224365234,,,
3200,48.0,0.3316478133201599,13.579416275024414,,,
3300,48.0,0.3080332577228546,14.352941513061523,,,
3400,48.0,0.29612135887145996,14.835468292236328,,,
3500,48.0,0.2605038583278656,15.717643737792969,,,
3600,48.0,0.30436205863952637,14.59271240234375,,,
3700,48.0,0.2973191440105438,15.043673515319824,,,
3800,48.0,0.32928571105003357,13.834661483764648,,,
3900,48.0,0.26499179005622864,15.839841842651367,,,
4000,48.0,0.276990681886673,15.132720947265625,,,
4100,48.0,0.2673700451850891,15.373971939086914,,,
4200,48.0,0.25494149327278137,15.704132080078125,,,
4300,48.0,0.26684606075286865,15.539079666137695,,,
4400,48.0,0.3161483108997345,14.428262710571289,,,
4500,48.0,0.2673285901546478,15.337045669555664,,,
4600,48.0,0.2481684535741806,16.35346031188965,,,
4700,48.0,0.2578691840171814,15.942572593688965,,,
4800,48.0,0.34049826860427856,13.442424774169922,,,
4900,48.0,0.2861889898777008,15.576376914978027,,,
5000,48.0,0.3217141926288605,14.089265823364258,,,
5100,48.0,0.2861565053462982,14.91911506652832,,,
5200,48.0,0.3376782238483429,14.169496536254883,,,
5300,48.0,0.3212824761867523,13.721479415893555,,,
5400,48.0,0.2219551056623459,16.73137855529785,,,
5500,48.0,0.3095953166484833,14.332347869873047,,,
5600,48.0,0.2567662000656128,15.641130447387695,,,
5700,48.0,0.3121015131473541,14.628948211669922,,,
5800,48.0,0.3015182316303253,14.689702033996582,,,
5900,48.0,0.28576982021331787,14.983564376831055,,,
6000,48.0,0.23798710107803345,16.458768844604492,,,
6100,48.0,0.2592102885246277,16.066513061523438,,,
6200,48.0,0.27928486466407776,14.806808471679688,,,
6300,48.0,0.34287571907043457,13.620838165283203,,,
6400,48.0,0.2768971025943756,14.893548965454102,,,
6500,48.0,0.2877857983112335,14.870441436767578,,,
6600,48.0,0.2801748514175415,15.377254486083984,,,
6700,48.0,0.2663683295249939,15.647418022155762,,,
6800,48.0,0.33298081159591675,14.54620361328125,,,
6900,48.0,0.2659950852394104,15.777015686035156,,,
7000,48.0,0.27307379245758057,15.394491195678711,,,
7100,48.0,0.26998353004455566,15.750940322875977,,,
7200,48.0,0.27033907175064087,15.51225757598877,,,
7300,48.0,0.29784783720970154,14.900333404541016,,,
7400,48.0,0.2417680323123932,16.08835220336914,,,
7500,48.0,0.2453189343214035,16.216543197631836,,,
7600,48.0,0.2815648317337036,15.153218269348145,,,
7700,48.0,0.28651267290115356,15.294363021850586,,,
7800,48.0,0.24830998480319977,16.23326873779297,,,
7900,48.0,0.285699725151062,14.94566822052002,,,
8000,48.0,0.27311766147613525,15.28770637512207,,,
8100,48.0,0.24630725383758545,16.381248474121094,,,
8200,48.0,0.26779410243034363,15.270697593688965,,,
8300,48.0,0.2796922028064728,15.031720161437988,,,
8400,48.0,0.28835076093673706,14.801204681396484,,,
8500,48.0,0.2563980519771576,15.945611953735352,,,
8600,48.0,0.28931042551994324,14.913701057434082,,,
8700,48.0,0.3202923834323883,14.206989288330078,,,
8800,48.0,0.2714436948299408,15.685998916625977,,,
8900,48.0,0.2686893343925476,15.566486358642578,,,
9000,48.0,0.2543889880180359,15.85383415222168,,,
9100,48.0,0.2819322347640991,16.431121826171875,,,
9200,48.0,0.30001702904701233,14.692546844482422,,,
9300,48.0,0.2622072696685791,15.849630355834961,,,
9400,48.0,0.2562084496021271,15.380358695983887,,,
9500,48.0,0.2963612377643585,15.012866973876953,,,
9600,48.0,0.3197013735771179,13.965806007385254,,,
9700,48.0,0.3091849982738495,14.730912208557129,,,
9800,48.0,0.26715558767318726,15.613924026489258,,,
9900,48.0,0.24881550669670105,16.243377685546875,,,
10000,48.0,0.25675535202026367,15.719036102294922,,,
10100,48.0,0.29401829838752747,14.426830291748047,,,
10200,48.0,0.2752179205417633,15.27357006072998,,,
10300,48.0,0.26512911915779114,15.186530113220215,,,
10400,48.0,0.236748605966568,16.567838668823242,,,
10500,48.0,0.24520188570022583,16.347246170043945,,,
10600,48.0,0.26401254534721375,15.760788917541504,,,
10700,48.0,0.25246483087539673,15.945528030395508,,,
10800,48.0,0.26034054160118103,15.478221893310547,,,
10900,48.0,0.31876784563064575,14.279064178466797,,,
11000,48.0,0.2816244661808014,14.53073501586914,,,
11100,48.0,0.24845357239246368,16.406776428222656,,,
11200,48.0,0.2363821417093277,16.467897415161133,,,
11300,48.0,0.2898053526878357,15.166733741760254,,,
11400,48.0,0.2782842218875885,15.169961929321289,,,
11500,48.0,0.2671351730823517,15.373527526855469,,,
11600,48.0,0.2713853120803833,15.803253173828125,,,
11700,48.0,0.3053112328052521,14.381904602050781,,,
11800,48.0,0.2170668989419937,17.26996612548828,,,
11900,48.0,0.2106913924217224,17.543899536132812,,,
12000,48.0,0.2543204426765442,15.392498016357422,,,
12100,48.0,0.2725115120410919,15.427210807800293,,,
12200,48.0,0.28908681869506836,14.85141658782959,,,
12300,48.0,0.26773759722709656,15.879057884216309,,,
12400,48.0,0.23984746634960175,15.946706771850586,,,
12500,48.0,0.27439871430397034,15.244007110595703,,,
12600,48.0,0.25738251209259033,15.909503936767578,,,
12700,48.0,0.2727716267108917,15.108626365661621,,,
12800,48.0,0.2838377058506012,15.10892391204834,,,
12900,48.0,0.26652416586875916,15.460542678833008,,,
13000,48.0,0.25086697936058044,16.238130569458008,,,
13100,48.0,0.23180121183395386,16.764198303222656,,,
13200,48.0,0.2706765830516815,15.040748596191406,,,
13300,48.0,0.25009432435035706,16.237396240234375,,,
13400,48.0,0.29836228489875793,14.920210838317871,,,
13500,48.0,0.2564273476600647,16.107646942138672,,,
13600,48.0,0.21486109495162964,17.199657440185547,,,
13700,48.0,0.26751959323883057,15.60470962524414,,,
13800,48.0,0.2059374749660492,17.385955810546875,,,
13900,48.0,0.30113816261291504,14.831666946411133,,,
14000,48.0,0.24674127995967865,16.08890724182129,,,
14100,48.0,0.26555174589157104,15.673507690429688,,,
14200,48.0,0.29488134384155273,14.30166244506836,,,
14300,48.0,0.2683361768722534,15.878149032592773,,,
14400,48.0,0.23680748045444489,16.321598052978516,,,
14500,48.0,0.3076227009296417,14.407875061035156,,,
14600,48.0,0.23218096792697906,16.432592391967773,,,
14700,48.0,0.25378748774528503,15.847639083862305,,,
14800,48.0,0.22758840024471283,16.496137619018555,,,
14900,48.0,0.25436335802078247,15.182910919189453,,,
15000,48.0,0.2550450265407562,15.587674140930176,,,
15100,48.0,0.22043412923812866,16.853662490844727,,,
15200,48.0,0.2808786928653717,14.836645126342773,,,
15300,48.0,0.2455635964870453,15.94002914428711,,,
15400,48.0,0.31092411279678345,14.62272834777832,,,
15500,48.0,0.21263381838798523,17.42981719970703,,,
15600,48.0,0.28638336062431335,14.681392669677734,,,
15700,48.0,0.2539484202861786,16.433561325073242,,,
15800,48.0,0.21845722198486328,17.31955337524414,,,
15900,48.0,0.3364282250404358,14.09686279296875,,,
16000,48.0,0.2833172678947449,14.938756942749023,,,
16100,48.0,0.23928377032279968,16.533004760742188,,,
16200,48.0,0.26110947132110596,15.954451560974121,,,
16300,48.0,0.25103333592414856,16.18588638305664,,,
16400,48.0,0.2732602655887604,15.451278686523438,,,
16500,48.0,0.25189775228500366,15.770843505859375,,,
16600,48.0,0.2428327053785324,15.905195236206055,,,
16700,48.0,0.2728443741798401,14.958948135375977,,,
16800,48.0,0.23099689185619354,16.51995277404785,,,
16900,48.0,0.3156462609767914,14.063896179199219,,,
17000,48.0,0.27843961119651794,15.027771949768066,,,
17100,48.0,0.2348913848400116,16.355003356933594,,,
17200,48.0,0.2900671064853668,14.813814163208008,,,
17300,48.0,0.24490977823734283,16.47320556640625,,,
17400,48.0,0.303573340177536,13.90266227722168,,,
17500,48.0,0.2274046540260315,16.562965393066406,,,
17600,48.0,0.23168958723545074,16.340805053710938,,,
17700,48.0,0.22770483791828156,17.0930118560791,,,
17800,48.0,0.3071464002132416,14.683932304382324,,,
17900,48.0,0.2718571126461029,15.016131401062012,,,
18000,48.0,0.2830406725406647,15.197347640991211,,,
18100,48.0,0.215549498796463,16.977500915527344,,,
18200,48.0,0.2893401086330414,14.789026260375977,,,
18300,48.0,0.24623394012451172,16.43360710144043,,,
18400,48.0,0.2770918905735016,15.631667137145996,,,
18500,48.0,0.2635817229747772,15.79486083984375,,,
18600,48.0,0.24867738783359528,16.244688034057617,,,
18700,48.0,0.23699310421943665,16.541126251220703,,,
18800,48.0,0.2646763026714325,15.718792915344238,,,
18900,48.0,0.3179977238178253,14.474140167236328,,,
19000,48.0,0.2725358307361603,15.460526466369629,,,
19100,48.0,0.30054840445518494,14.459575653076172,,,
19200,48.0,0.2499171495437622,15.80732250213623,,,
19300,48.0,0.218647301197052,16.92001724243164,,,
19400,48.0,0.24172696471214294,16.038528442382812,,,
19500,48.0,0.27135851979255676,15.09914779663086,,,
19600,48.0,0.24684137105941772,16.36135482788086,,,
19700,48.0,0.2598896026611328,15.859480857849121,,,
19800,48.0,0.26386430859565735,15.661182403564453,,,
19900,48.0,0.22768089175224304,16.51844596862793,,,
20000,48.0,0.27383923530578613,15.09915542602539,,,
20100,48.0,0.25014036893844604,16.29746437072754,,,
20200,48.0,0.29385191202163696,14.67121696472168,,,
20300,48.0,0.25561267137527466,15.61740493774414,,,
20400,48.0,0.268464058637619,15.164873123168945,,,
20500,48.0,0.27425017952919006,15.240206718444824,,,
20600,48.0,0.2519861161708832,15.94522762298584,,,
20700,48.0,0.28492429852485657,15.34368896484375,,,
20800,48.0,0.267198771238327,15.822978973388672,,,
20900,48.0,0.2827758193016052,15.18120288848877,,,
21000,48.0,0.32506367564201355,14.255887985229492,,,
21100,48.0,0.26201051473617554,15.801549911499023,,,
21200,48.0,0.22375644743442535,17.074077606201172,,,
21300,48.0,0.30924856662750244,14.679837226867676,,,
21400,48.0,0.2920660674571991,14.768814086914062,,,
21500,48.0,0.3002014756202698,14.750514030456543,,,
21600,48.0,0.206252783536911,17.43368911743164,,,
21700,48.0,0.25520068407058716,15.75378131866455,,,
21800,48.0,0.2466680258512497,16.515993118286133,,,
21900,48.0,0.2573627531528473,15.757089614868164,,,
22000,48.0,0.2651405334472656,15.81972885131836,,,
22100,48.0,0.2359926849603653,16.371013641357422,,,
22200,48.0,0.30758169293403625,14.404287338256836,,,
22300,48.0,0.26673269271850586,15.540854454040527,,,
22400,48.0,0.25313636660575867,15.78858470916748,,,
22500,48.0,0.2588062286376953,15.681436538696289,,,
22600,48.0,0.27677667140960693,15.502273559570312,,,
22700,48.0,0.24123942852020264,16.03115463256836,,,
22800,48.0,0.320579469203949,14.080421447753906,,,
22900,48.0,0.2186151146888733,17.56560516357422,,,
23000,48.0,0.20791752636432648,17.255470275878906,,,
23100,48.0,0.3027666509151459,14.539731979370117,,,
23200,48.0,0.2729160785675049,15.740067481994629,,,
23300,48.0,0.2899368107318878,14.90898323059082,,,
23400,48.0,0.25187069177627563,15.757874488830566,,,
23500,48.0,0.2624730169773102,15.18698501586914,,,
23600,48.0,0.2712644934654236,15.402162551879883,,,
23700,48.0,0.20868448913097382,17.222822189331055,,,
23800,48.0,0.2684367299079895,15.474111557006836,,,
23900,48.0,0.2820380926132202,15.00827693939209,,,
24000,48.0,0.2554374039173126,16.09999656677246,,,
24100,48.0,0.2875271737575531,15.51749038696289,,,
24200,48.0,0.3088672161102295,14.228208541870117,,,
24300,48.0,0.21777556836605072,16.72311019897461,,,
24400,48.0,0.19040608406066895,18.59229278564453,,,
24500,48.0,0.21710021793842316,16.903902053833008,,,
24600,48.0,0.25204020738601685,15.793888092041016,,,
24700,48.0,0.2727285623550415,15.966723442077637,,,
24800,48.0,0.36736929416656494,12.813474655151367,,,
24900,48.0,0.2488010674715042,16.544109344482422,,,
25000,48.0,0.31787109375,13.969701766967773,,,
25100,48.0,0.27425214648246765,15.519134521484375,,,
25200,48.0,0.2712167799472809,15.781795501708984,,,
25300,48.0,0.2907244861125946,14.5621976852417,,,
25400,48.0,0.25933071970939636,15.644142150878906,,,
25500,48.0,0.2475508749485016,16.127214431762695,,,
25600,48.0,0.23792335391044617,16.246238708496094,,,
25700,48.0,0.2611844837665558,16.089126586914062,,,
25800,48.0,0.29733553528785706,14.989950180053711,,,
25900,48.0,0.2708152234554291,16.165660858154297,,,
26000,48.0,0.2577202022075653,15.40591049194336,,,
26100,48.0,0.28017571568489075,14.952637672424316,,,
26200,48.0,0.2837578058242798,14.482582092285156,,,
26300,48.0,0.2842455804347992,15.274120330810547,,,
26400,48.0,0.21795253455638885,16.641632080078125,,,
26500,48.0,0.2242697775363922,16.659286499023438,,,
26600,48.0,0.28021007776260376,15.905998229980469,,,
26700,48.0,0.22658196091651917,16.551326751708984,,,
26800,48.0,0.21788038313388824,18.01959800720215,,,
26900,48.0,0.2784598171710968,14.885161399841309,,,
27000,48.0,0.26746708154678345,15.297264099121094,,,
27100,48.0,0.2599635422229767,15.35476016998291,,,
27200,48.0,0.23586943745613098,16.53373146057129,,,
27300,48.0,0.27686306834220886,15.259674072265625,,,
27400,48.0,0.23739227652549744,17.12166976928711,,,
27500,48.0,0.2590482234954834,15.318078994750977,,,
27600,48.0,0.2317069172859192,16.847291946411133,,,
27700,48.0,0.27286428213119507,15.805091857910156,,,
27800,48.0,0.22612762451171875,17.019615173339844,,,
27900,48.0,0.26257771253585815,15.464612007141113,,,
28000,48.0,0.29227399826049805,14.83880615234375,,,
28100,48.0,0.28478196263313293,14.508512496948242,,,
28200,48.0,0.25207290053367615,15.832411766052246,,,
28300,48.0,0.2450428307056427,16.271041870117188,,,
28400,48.0,0.2600436806678772,15.866265296936035,,,
28500,48.0,0.27485647797584534,15.769355773925781,,,
28600,48.0,0.22363030910491943,16.84960174560547,,,
28700,48.0,0.3250478506088257,13.890571594238281,,,
28800,48.0,0.25114166736602783,15.864607810974121,,,
28900,48.0,0.2488688826560974,15.842889785766602,,,
29000,48.0,0.26215189695358276,16.52655601501465,,,
29100,48.0,0.2412882000207901,16.332582473754883,,,
29200,48.0,0.3294699788093567,13.500890731811523,,,
29300,48.0,0.2949891686439514,14.81038761138916,,,
29400,48.0,0.24950872361660004,16.358779907226562,,,
29500,48.0,0.21933673322200775,16.986980438232422,,,
29600,48.0,0.29352349042892456,15.009733200073242,,,
29700,48.0,0.2729441225528717,15.069826126098633,,,
29800,48.0,0.287645548582077,14.50017261505127,,,
29900,48.0,0.2742866277694702,15.365686416625977,,,
30000,48.0,0.2813529968261719,14.945869445800781,,,
30100,48.0,0.19797776639461517,17.63682746887207,,,
30200,48.0,0.27106207609176636,15.639032363891602,,,
30300,48.0,0.2503250539302826,16.04680824279785,,,
30400,48.0,0.27688997983932495,15.120133399963379,,,
30500,48.0,0.290626585483551,14.741256713867188,,,
30600,48.0,0.26783105731010437,15.649194717407227,,,
30700,48.0,0.27120599150657654,15.399001121520996,,,
30800,48.0,0.3409988582134247,13.64785385131836,,,
30900,48.0,0.22970597445964813,16.642894744873047,,,
31000,48.0,0.27394717931747437,15.605353355407715,,,
31100,48.0,0.2666774392127991,15.25193977355957,,,
31200,48.0,0.3156927227973938,13.955015182495117,,,
31300,48.0,0.263725608587265,15.53036880493164,,,
31400,48.0,0.23852534592151642,16.678022384643555,,,
31500,48.0,0.2625647783279419,15.502907752990723,,,
31600,48.0,0.23365874588489532,16.790935516357422,,,
31700,48.0,0.21333293616771698,17.019920349121094,,,
31800,48.0,0.2506462037563324,16.17384147644043,,,
31900,48.0,0.25364169478416443,16.038856506347656,,,
32000,48.0,0.249803826212883,17.125829696655273,,,
32100,48.0,0.24641714990139008,16.058944702148438,,,
32200,48.0,0.24501334130764008,15.967071533203125,,,
32300,48.0,0.3275777995586395,14.241695404052734,,,
32400,48.0,0.28296130895614624,15.580957412719727,,,
32500,48.0,0.24340446293354034,16.393550872802734,,,
32600,48.0,0.280288964509964,15.338592529296875,,,
32700,48.0,0.2279372662305832,16.557252883911133,,,
32800,48.0,0.2872307300567627,14.969413757324219,,,
32900,48.0,0.2569514513015747,16.14732551574707,,,
33000,48.0,0.2301241010427475,16.516220092773438,,,
33100,48.0,0.3039604127407074,14.477298736572266,,,
33200,48.0,0.22432878613471985,17.2737979888916,,,
33300,48.0,0.232132688164711,16.618885040283203,,,
33400,48.0,0.25612783432006836,15.461299896240234,,,
33500,48.0,0.3091585040092468,14.557188034057617,,,
33600,48.0,0.2988000512123108,14.329229354858398,,,
33700,48.0,0.25010526180267334,15.956548690795898,,,
33800,48.0,0.25424572825431824,15.407158851623535,,,
33900,48.0,0.21841062605381012,17.144222259521484,,,
34000,48.0,0.20838426053524017,17.00189781188965,,,
34100,48.0,0.22276091575622559,16.720748901367188,,,
34200,48.0,0.25508368015289307,16.181028366088867,,,
34300,48.0,0.27751046419143677,15.646944046020508,,,
34400,48.0,0.2563161849975586,15.790118217468262,,,
34500,48.0,0.296927273273468,14.821699142456055,,,
34600,48.0,0.2799201011657715,14.820965766906738,,,
34700,48.0,0.22735659778118134,16.33979606628418,,,
34800,48.0,0.25547900795936584,16.16244888305664,,,
34900,48.0,0.26667168736457825,15.6107759475708,,,
35000,48.0,0.22276292741298676,17.372379302978516,,,
35100,48.0,0.2373846471309662,16.50970458984375,,,
35200,48.0,0.22958305478096008,16.826919555664062,,,
35300,48.0,0.24469463527202606,16.60805320739746,,,
35400,48.0,0.2568736672401428,15.726725578308105,,,
35500,48.0,0.2745448350906372,15.468406677246094,,,
35600,48.0,0.2634068429470062,15.578178405761719,,,
35700,48.0,0.26487278938293457,15.133927345275879,,,
35800,48.0,0.22546015679836273,16.834333419799805,,,
35900,48.0,0.27784839272499084,15.930424690246582,,,
36000,48.0,0.2610420286655426,15.56489372253418,,,
36100,48.0,0.23696410655975342,16.495750427246094,,,
36200,48.0,0.2681069076061249,15.444836616516113,,,
36300,48.0,0.29509320855140686,14.902740478515625,,,
36400,48.0,0.2653529644012451,15.434785842895508,,,
36500,48.0,0.25159603357315063,16.102758407592773,,,
36600,48.0,0.20942147076129913,17.046184539794922,,,
36700,48.0,0.2654699385166168,15.321878433227539,,,
36800,48.0,0.24961231648921967,15.677377700805664,,,
36900,48.0,0.20655931532382965,17.487144470214844,,,
37000,48.0,0.21670861542224884,17.16398811340332,,,
37100,48.0,0.2805769741535187,15.268704414367676,,,
37200,48.0,0.3056984543800354,15.449217796325684,,,
37300,48.0,0.38922908902168274,12.504172325134277,,,
37400,48.0,0.381912499666214,12.825838088989258,,,
37500,48.0,0.264072060585022,15.290205001831055,,,
37600,48.0,0.2330104261636734,16.328428268432617,,,
37700,48.0,0.2600054442882538,16.331125259399414,,,
37800,48.0,0.3160802125930786,14.68351936340332,,,
37900,48.0,0.2679925858974457,15.587491989135742,,,
38000,48.0,0.25047335028648376,15.948201179504395,,,
38100,48.0,0.3181181252002716,14.321433067321777,,,
38200,48.0,0.2791927456855774,15.04018783569336,,,
38300,48.0,0.2780996859073639,15.168109893798828,,,
38400,48.0,0.20250393450260162,17.71435546875,,,
38500,48.0,0.20925408601760864,17.655670166015625,,,
38600,48.0,0.2557891607284546,16.054134368896484,,,
38700,48.0,0.20155465602874756,17.151336669921875,,,
38800,48.0,0.23192477226257324,16.63385009765625,,,
38900,48.0,0.24986238777637482,15.731620788574219,,,
39000,48.0,0.27385371923446655,15.312910079956055,,,
39100,48.0,0.29739826917648315,14.842554092407227,,,
39200,48.0,0.2787620723247528,15.054549217224121,,,
39300,48.0,0.32582998275756836,14.027948379516602,,,
39400,48.0,0.21934358775615692,16.841651916503906,,,
39500,48.0,0.22552038729190826,16.838781356811523,,,
39600,48.0,0.2365192472934723,16.71449089050293,,,
39700,48.0,0.22713153064250946,16.645118713378906,,,
39800,48.0,0.30696186423301697,14.742551803588867,,,
39900,48.0,0.26737889647483826,15.831624984741211,,,
40000,48.0,0.24512125551700592,16.462406158447266,,,
40100,48.0,0.19742800295352936,17.73871421813965,,,
40200,48.0,0.2600145936012268,16.050548553466797,,,
40300,48.0,0.24456413090229034,16.3347225189209,,,
40400,48.0,0.3087884485721588,13.910213470458984,,,
