step,train/loss,train/psnr,val/avg_psnr,val/imagenet-noise_psnr,val/imagenet-noise_ssim
0,0.2365279197692871,12.845755577087402,19.097393035888672,19.097393035888672,0.5865482091903687
1,,,19.665931701660156,19.665931701660156,0.6154067516326904
2,,,19.685171127319336,19.685171127319336,0.6202017664909363
3,,,19.744888305664062,19.744888305664062,0.6274111270904541
4,,,19.426513671875,19.426513671875,0.6139703989028931
5,,,19.963031768798828,19.963031768798828,0.6332144141197205
6,,,20.0367488861084,20.0367488861084,0.6375406384468079
7,,,19.74630355834961,19.74630355834961,0.6225231289863586
8,,,19.92341423034668,19.92341423034668,0.6324405074119568
9,,,19.94062614440918,19.94062614440918,0.6332530975341797
10,,,20.240066528320312,20.240066528320312,0.6456761956214905
11,,,19.795299530029297,19.795299530029297,0.6252292394638062
12,,,20.31700897216797,20.31700897216797,0.6499038338661194
13,,,19.90833282470703,19.90833282470703,0.630845844745636
14,,,19.65633201599121,19.65633201599121,0.6137329339981079
15,,,19.8436279296875,19.8436279296875,0.6284976005554199
16,,,20.031238555908203,20.031238555908203,0.6315407156944275
17,,,19.96451187133789,19.96451187133789,0.6329103112220764
18,,,20.056629180908203,20.056629180908203,0.6385834813117981
19,,,20.018213272094727,20.018213272094727,0.6350178122520447
20,,,19.992782592773438,19.992782592773438,0.6337279081344604
21,,,19.68964195251465,19.68964195251465,0.6163445711135864
22,,,19.991764068603516,19.991764068603516,0.633058488368988
23,,,20.06296730041504,20.06296730041504,0.6358331441879272
24,,,19.765052795410156,19.765052795410156,0.6275210380554199
25,,,19.891061782836914,19.891061782836914,0.6269704103469849
26,,,20.070785522460938,20.070785522460938,0.6396578550338745
27,,,19.962295532226562,19.962295532226562,0.6335861086845398
28,,,19.72769546508789,19.72769546508789,0.6197344064712524
29,,,19.897666931152344,19.897666931152344,0.6352019906044006
30,,,19.905025482177734,19.905025482177734,0.630133867263794
31,,,19.790508270263672,19.790508270263672,0.6270437240600586
32,,,19.915021896362305,19.915021896362305,0.6351630091667175
33,,,19.740262985229492,19.740262985229492,0.6192571520805359
34,,,19.912309646606445,19.912309646606445,0.6326953172683716
35,,,19.637779235839844,19.637779235839844,0.6194664239883423
36,,,19.903261184692383,19.903261184692383,0.6309298872947693
37,,,19.945138931274414,19.945138931274414,0.6342095732688904
38,,,20.09861946105957,20.09861946105957,0.6402637362480164
39,,,19.94647789001465,19.94647789001465,0.6325313448905945
40,,,19.93694305419922,19.93694305419922,0.6277193427085876
41,,,19.760663986206055,19.760663986206055,0.6212865114212036
42,,,19.97150421142578,19.97150421142578,0.6361153721809387
43,,,20.080671310424805,20.080671310424805,0.6371604204177856
44,,,19.852060317993164,19.852060317993164,0.627439558506012
45,,,19.94797706604004,19.94797706604004,0.6342834234237671
46,,,19.972450256347656,19.972450256347656,0.6312750577926636
47,,,19.928863525390625,19.928863525390625,0.6319695711135864
48,,,19.799287796020508,19.799287796020508,0.6311418414115906
49,,,19.881261825561523,19.881261825561523,0.6341264247894287
50,,,19.979856491088867,19.979856491088867,0.633791446685791
51,,,19.899322509765625,19.899322509765625,0.633912980556488
52,,,19.998004913330078,19.998004913330078,0.6366140246391296
53,,,19.91961669921875,19.91961669921875,0.6275759339332581
54,,,20.107162475585938,20.107162475585938,0.6393359899520874
55,,,20.040973663330078,20.040973663330078,0.6386024951934814
56,,,20.085412979125977,20.085412979125977,0.6399282813072205
57,,,19.733154296875,19.733154296875,0.6263285875320435
58,,,20.113840103149414,20.113840103149414,0.6413959860801697
59,,,19.995655059814453,19.995655059814453,0.6361683011054993
60,,,19.926509857177734,19.926509857177734,0.6319841742515564
61,,,19.893896102905273,19.893896102905273,0.6320723295211792
62,,,19.934844970703125,19.934844970703125,0.6321729421615601
63,,,20.101755142211914,20.101755142211914,0.6379057168960571
64,,,19.893606185913086,19.893606185913086,0.6299940943717957
65,,,19.9052791595459,19.9052791595459,0.6341037154197693
66,,,20.127273559570312,20.127273559570312,0.640854001045227
67,,,19.88292121887207,19.88292121887207,0.6299550533294678
68,,,19.89253807067871,19.89253807067871,0.6336771845817566
69,,,20.025148391723633,20.025148391723633,0.6377641558647156
70,,,20.081321716308594,20.081321716308594,0.6377392411231995
71,,,20.06075096130371,20.06075096130371,0.6380627751350403
72,,,19.829870223999023,19.829870223999023,0.6270372271537781
73,,,20.042612075805664,20.042612075805664,0.6378448009490967
74,,,20.094268798828125,20.094268798828125,0.6398168802261353
75,,,20.044858932495117,20.044858932495117,0.6379789710044861
76,,,20.15470314025879,20.15470314025879,0.6406664848327637
77,,,20.09990692138672,20.09990692138672,0.6411270499229431
78,,,19.98441505432129,19.98441505432129,0.6349164843559265
79,,,19.948078155517578,19.948078155517578,0.6347848773002625
80,,,19.879478454589844,19.879478454589844,0.6322494745254517
81,,,19.931249618530273,19.931249618530273,0.6327940225601196
82,,,19.984195709228516,19.984195709228516,0.6349771618843079
83,,,19.957887649536133,19.957887649536133,0.6337594985961914
84,,,19.947484970092773,19.947484970092773,0.6337488293647766
85,,,20.0599365234375,20.0599365234375,0.6387976408004761
86,,,19.993192672729492,19.993192672729492,0.6353228688240051
87,,,19.889986038208008,19.889986038208008,0.6320083737373352
88,,,19.957366943359375,19.957366943359375,0.6345047354698181
89,,,19.94937515258789,19.94937515258789,0.633811891078949
90,,,19.902084350585938,19.902084350585938,0.6316460967063904
91,,,19.95079231262207,19.95079231262207,0.6342968940734863
92,,,19.971996307373047,19.971996307373047,0.6350920796394348
93,,,19.976627349853516,19.976627349853516,0.635050892829895
94,,,19.991422653198242,19.991422653198242,0.6357549428939819
95,,,19.98267936706543,19.98267936706543,0.6351851224899292
96,,,19.977725982666016,19.977725982666016,0.6350777745246887
97,,,19.983795166015625,19.983795166015625,0.6353869438171387
98,,,19.980905532836914,19.980905532836914,0.6352767944335938
99,,,19.980281829833984,19.980281829833984,0.6352587342262268
100,0.1497892141342163,15.279199600219727,,,
200,0.12296923249959946,16.575252532958984,,,
300,0.1991344392299652,14.048600196838379,,,
400,0.1854598969221115,14.84105110168457,,,
500,0.10345327854156494,16.856369018554688,,,
600,0.1874614655971527,14.582197189331055,,,
700,0.1938878744840622,15.428170204162598,,,
800,0.155061274766922,16.317955017089844,,,
900,0.12333790957927704,16.159954071044922,,,
1000,0.2599030137062073,14.375635147094727,,,
1100,0.1137809306383133,16.952068328857422,,,
1200,0.183750718832016,15.599641799926758,,,
