tag,last_step,last_value,best_min_value,best_step,best_max_value
train/loss,99900,0.15779505670070648,0.0535619854927063,18500,
train/psnr,99900,16.281856536865234,,98400,19.88907814025879
val/avg_psnr,99,19.980281829833984,,12,20.31700897216797
val/imagenet-noise_psnr,99,19.980281829833984,,12,20.31700897216797
val/imagenet-noise_ssim,99,0.6352587342262268,,12,0.6499038338661194
