step,train/loss,train/psnr,val/avg_psnr,val/imagenet-blur_psnr,val/imagenet-blur_ssim,val/imagenet-noise_psnr,val/imagenet-noise_ssim,val/imagenet-weather_psnr,val/imagenet-weather_ssim
0,0.1507779061794281,15.027350425720215,15.890947341918945,15.86462688446045,0.43942347168922424,17.161209106445312,0.5832945108413696,14.647005081176758,0.6359844207763672
1,,,15.705885887145996,15.558389663696289,0.4233764410018921,16.8570499420166,0.5744447708129883,14.702216148376465,0.598130464553833
2,,,15.805737495422363,15.726221084594727,0.42404380440711975,17.135173797607422,0.5827426910400391,14.555817604064941,0.5933708548545837
3,,,15.947561264038086,15.880376815795898,0.4290366768836975,17.417003631591797,0.5933570861816406,14.545302391052246,0.5963740348815918
4,,,15.91434097290039,15.719724655151367,0.42804792523384094,17.251882553100586,0.5964546203613281,14.771415710449219,0.5993403792381287
5,,,16.027109146118164,15.926741600036621,0.43006283044815063,17.584646224975586,0.6051271557807922,14.569936752319336,0.6034737229347229
6,,,15.803932189941406,15.64406681060791,0.4178505837917328,17.123943328857422,0.5883913040161133,14.643784523010254,0.5918464660644531
7,,,15.898138046264648,15.650256156921387,0.42210596799850464,17.216575622558594,0.5979968309402466,14.827581405639648,0.6005415916442871
8,,,16.06474494934082,16.001977920532227,0.42875510454177856,17.729825973510742,0.6094467043876648,14.462431907653809,0.6004411578178406
9,,,15.955557823181152,15.769844055175781,0.4237821698188782,17.39878273010254,0.6048134565353394,14.698046684265137,0.6009461283683777
10,,,15.858739852905273,15.453557014465332,0.4199669361114502,17.05118751525879,0.6032823920249939,15.071475982666016,0.6058494448661804
11,,,15.902231216430664,15.66263484954834,0.4207955002784729,17.265993118286133,0.6035851836204529,14.778067588806152,0.6000843048095703
12,,,15.83928108215332,15.529287338256836,0.4171571433544159,17.107019424438477,0.6006290912628174,14.881537437438965,0.5991595387458801
13,,,15.890453338623047,15.57535171508789,0.41786426305770874,17.207855224609375,0.6040269732475281,14.888153076171875,0.602007269859314
14,,,15.850701332092285,15.504966735839844,0.4161277115345001,17.112077713012695,0.6006434559822083,14.935059547424316,0.5951662659645081
15,,,15.830697059631348,15.448334693908691,0.4146502614021301,17.056081771850586,0.6007526516914368,14.987674713134766,0.5971680283546448
16,,,15.889521598815918,15.508801460266113,0.4160023033618927,17.168018341064453,0.6052324771881104,14.991745948791504,0.6036405563354492
17,,,15.872604370117188,15.484915733337402,0.41584712266921997,17.133241653442383,0.604295551776886,14.999655723571777,0.5963183641433716
18,,,15.908705711364746,15.608221054077148,0.4159461259841919,17.268657684326172,0.6052848696708679,14.849239349365234,0.598110556602478
19,,,16.093135833740234,15.917766571044922,0.4242846369743347,17.74130630493164,0.6177250146865845,14.620335578918457,0.601336658000946
20,,,15.841704368591309,15.391888618469238,0.4124451279640198,17.017797470092773,0.6026012301445007,15.11542797088623,0.600143313407898
21,,,15.753348350524902,15.219974517822266,0.4064754843711853,16.899734497070312,0.5967279076576233,15.140337944030762,0.5918751358985901
22,,,16.036911010742188,15.759193420410156,0.417984277009964,17.575292587280273,0.6104449033737183,14.77624797821045,0.5967990756034851
23,,,15.86513614654541,15.300731658935547,0.40947970747947693,17.085655212402344,0.6020293831825256,15.209023475646973,0.5958597660064697
24,,,15.973433494567871,15.578042984008789,0.4134545624256134,17.37706184387207,0.6052772998809814,14.96519660949707,0.5977184772491455
25,,,15.900665283203125,15.375948905944824,0.40869298577308655,17.205177307128906,0.5995517373085022,15.120871543884277,0.5945917367935181
26,,,16.09111976623535,15.65096378326416,0.4167768359184265,17.640335083007812,0.609052300453186,14.982063293457031,0.597131609916687
27,,,15.898516654968262,15.17534065246582,0.4062143862247467,17.143198013305664,0.5984188318252563,15.3770112991333,0.5988553166389465
28,,,16.022441864013672,15.447129249572754,0.4131794571876526,17.325172424316406,0.6040377020835876,15.295026779174805,0.6051415205001831
29,,,16.119565963745117,15.694010734558105,0.4168832302093506,17.564987182617188,0.6053176522254944,15.099699974060059,0.599888026714325
30,,,16.110767364501953,15.680526733398438,0.4150999188423157,17.581830978393555,0.6037454605102539,15.069942474365234,0.5976030826568604
31,,,16.118968963623047,15.681743621826172,0.4160180687904358,17.531206130981445,0.6018176078796387,15.143959045410156,0.5967752933502197
32,,,16.135051727294922,15.672292709350586,0.4153841435909271,17.56629753112793,0.6039373278617859,15.166563987731934,0.5956587791442871
33,,,16.238571166992188,15.954806327819824,0.41933149099349976,17.780174255371094,0.6045269966125488,14.980731010437012,0.5937708020210266
34,,,16.097501754760742,15.480737686157227,0.41253647208213806,17.48406982421875,0.6011999249458313,15.32769775390625,0.5883254408836365
35,,,16.25456428527832,15.880212783813477,0.42071235179901123,17.661487579345703,0.6057308316230774,15.221993446350098,0.5973110795021057
36,,,16.072795867919922,15.4364652633667,0.4094123840332031,17.312009811401367,0.5958074331283569,15.469911575317383,0.5904352068901062
37,,,16.35077476501465,16.019775390625,0.42228931188583374,17.857072830200195,0.6093810200691223,15.1754789352417,0.5962111949920654
38,,,16.304519653320312,15.952921867370605,0.41975364089012146,17.775394439697266,0.6057443022727966,15.185243606567383,0.5892214179039001
39,,,16.18984603881836,15.681602478027344,0.41385459899902344,17.599021911621094,0.6019502282142639,15.288910865783691,0.5872156023979187
40,,,16.113319396972656,15.52796459197998,0.41041600704193115,17.43552017211914,0.5988534092903137,15.376471519470215,0.5840834379196167
41,,,16.190692901611328,15.666125297546387,0.41309475898742676,17.52919578552246,0.6008653044700623,15.37675666809082,0.5839633345603943
42,,,16.300765991210938,15.949395179748535,0.4171423316001892,17.769121170043945,0.6038318276405334,15.183781623840332,0.5828341841697693
43,,,16.316944122314453,15.82247257232666,0.4175930321216583,17.826473236083984,0.6080321669578552,15.301887512207031,0.5823235511779785
44,,,16.389163970947266,16.118389129638672,0.4208788275718689,17.84615135192871,0.6072413921356201,15.202950477600098,0.5838645696640015
45,,,16.20055389404297,15.601441383361816,0.40999719500541687,17.581857681274414,0.6000604033470154,15.41836166381836,0.5809957981109619
46,,,16.350116729736328,16.105588912963867,0.4178580045700073,17.7898006439209,0.6025905013084412,15.154964447021484,0.5801848769187927
47,,,16.374242782592773,15.968588829040527,0.418813556432724,17.828601837158203,0.6072587370872498,15.325539588928223,0.5828858017921448
48,,,16.33068084716797,16.115575790405273,0.4163951575756073,17.783355712890625,0.5999758243560791,15.093110084533691,0.576733410358429
49,,,16.285783767700195,15.801481246948242,0.41368335485458374,17.693477630615234,0.6018297076225281,15.362393379211426,0.5742395520210266
50,,,16.473161697387695,16.12177085876465,0.42266643047332764,17.903545379638672,0.610454797744751,15.39416790008545,0.5864691138267517
51,,,16.340564727783203,15.87610912322998,0.4168831408023834,17.683134078979492,0.6038869619369507,15.46245288848877,0.5808351635932922
52,,,16.352630615234375,15.951913833618164,0.41555285453796387,17.790945053100586,0.6022642850875854,15.315032958984375,0.5761846303939819
53,,,16.385290145874023,16.093778610229492,0.4185376465320587,17.866878509521484,0.6039385795593262,15.19521427154541,0.5766721367835999
54,,,16.340370178222656,15.812403678894043,0.4154569208621979,17.7263240814209,0.6034172177314758,15.482380867004395,0.576810359954834
55,,,16.379575729370117,15.995355606079102,0.41837969422340393,17.779001235961914,0.6041035652160645,15.364370346069336,0.576890230178833
56,,,16.423519134521484,15.946457862854004,0.41900187730789185,17.78910255432129,0.6071032285690308,15.534995079040527,0.5833857655525208
57,,,16.46082305908203,16.01021957397461,0.41954919695854187,17.990238189697266,0.6085380911827087,15.382010459899902,0.5778588652610779
