step,train/domain,train/loss,train/psnr,val/avg_psnr,val/imagenet-blur_psnr,val/imagenet-blur_ssim,val/imagenet-noise_psnr,val/imagenet-noise_ssim,val/imagenet-weather_psnr,val/imagenet-weather_ssim
0,23.0,0.49957796931266785,10.99917984008789,14.497448921203613,13.986283302307129,0.34984275698661804,14.775249481201172,0.4433290660381317,14.730814933776855,0.4261472821235657
1,,,,15.157569885253906,16.311065673828125,0.4101807475090027,18.03377342224121,0.5423251390457153,11.127870559692383,0.41505172848701477
2,,,,15.185690879821777,15.8269624710083,0.4040238857269287,17.313444137573242,0.5373910069465637,12.416667938232422,0.45979341864585876
3,,,,15.542020797729492,16.34998321533203,0.4185330867767334,18.16667366027832,0.5668113827705383,12.109407424926758,0.46745362877845764
4,,,,14.897955894470215,15.026508331298828,0.38509824872016907,16.21558380126953,0.524156928062439,13.451774597167969,0.4948045611381531
5,,,,14.995330810546875,15.061635971069336,0.39867937564849854,16.459001541137695,0.5527523159980774,13.465353965759277,0.4941360652446747
6,,,,15.926843643188477,16.278566360473633,0.42298948764801025,18.07167625427246,0.5935202836990356,13.430289268493652,0.5264002680778503
7,,,,16.172456741333008,16.94928741455078,0.43509507179260254,19.24424171447754,0.61441570520401,12.32384204864502,0.5043802261352539
8,,,,16.058256149291992,16.495445251464844,0.43064770102500916,18.833600997924805,0.6111258864402771,12.845720291137695,0.5129512548446655
9,,,,15.969345092773438,16.664749145507812,0.4348652958869934,18.780982971191406,0.6190968155860901,12.46230411529541,0.5162421464920044
10,,,,15.87614917755127,16.522809982299805,0.42849162220954895,18.425289154052734,0.6061264872550964,12.68034839630127,0.5210239291191101
11,,,,16.061126708984375,16.659719467163086,0.43463748693466187,19.013683319091797,0.622088611125946,12.50997543334961,0.5282357931137085
12,,,,16.079439163208008,16.66929054260254,0.4403734505176544,19.271120071411133,0.6397812962532043,12.297905921936035,0.5220230221748352
13,,,,15.91362190246582,16.759065628051758,0.44047603011131287,18.924869537353516,0.640373706817627,12.056931495666504,0.5201470255851746
14,,,,16.289356231689453,16.683631896972656,0.4391247034072876,19.242258071899414,0.639039933681488,12.942178726196289,0.5385439395904541
15,,,,16.231069564819336,16.181293487548828,0.4286147654056549,18.885711669921875,0.6322507262229919,13.626203536987305,0.5579285025596619
16,,,,16.06475830078125,16.566669464111328,0.4379782974720001,18.897611618041992,0.6391317844390869,12.72999382019043,0.5369067788124084
17,,,,16.086393356323242,16.261613845825195,0.43088623881340027,18.54555892944336,0.6223177313804626,13.452007293701172,0.5507655143737793
18,,,,16.253908157348633,16.959095001220703,0.4480343461036682,19.28085708618164,0.6505797505378723,12.521771430969238,0.5288036465644836
19,,,,16.62975311279297,17.046859741210938,0.45061805844306946,19.751380920410156,0.6583812832832336,13.09101676940918,0.5557575821876526
20,,,,15.540886878967285,15.554753303527832,0.41527658700942993,17.298572540283203,0.6009712219238281,13.769335746765137,0.5636168718338013
21,,,,16.493595123291016,16.73731231689453,0.45045217871665955,19.245529174804688,0.6613147258758545,13.497943878173828,0.5737624168395996
22,,,,16.129180908203125,16.305984497070312,0.43878990411758423,18.34206199645996,0.6346360445022583,13.739497184753418,0.5698246359825134
23,,,,16.431947708129883,17.354101181030273,0.45826515555381775,20.501251220703125,0.6776723861694336,11.440489768981934,0.5173131823539734
24,,,,16.148244857788086,16.831554412841797,0.4459596574306488,19.46195411682129,0.6625126600265503,12.151225090026855,0.5401970148086548
25,,,,16.202232360839844,16.665430068969727,0.43849092721939087,19.310461044311523,0.6485876441001892,12.630805969238281,0.5439090728759766
26,,,,15.86612606048584,15.843783378601074,0.42697885632514954,17.812463760375977,0.6210891008377075,13.942131042480469,0.5781126022338867
27,,,,15.83514404296875,15.388504028320312,0.4204396903514862,17.074905395507812,0.6155092716217041,15.042023658752441,0.5907852649688721
28,,,,16.231433868408203,16.829605102539062,0.44876474142074585,19.046527862548828,0.652379035949707,12.818168640136719,0.548412561416626
29,,,,16.406673431396484,16.992414474487305,0.45454883575439453,19.35066795349121,0.6599835753440857,12.876938819885254,0.5544920563697815
30,,,,16.561450958251953,16.951358795166016,0.4540625810623169,19.607765197753906,0.659315824508667,13.125228881835938,0.5675904154777527
31,,,,15.063014030456543,14.761405944824219,0.40402930974960327,15.825511932373047,0.5798097252845764,14.60212516784668,0.5880300998687744
32,,,,16.043960571289062,15.769761085510254,0.43483319878578186,17.22818946838379,0.6210677623748779,15.133932113647461,0.6005460023880005
33,,,,16.062456130981445,16.515459060668945,0.4408034384250641,19.03170394897461,0.653084397315979,12.640203475952148,0.5536432266235352
34,,,,16.20242691040039,16.201068878173828,0.44245457649230957,18.13142967224121,0.6402423977851868,14.2747802734375,0.5977267622947693
35,,,,16.757417678833008,16.860870361328125,0.45882129669189453,19.336984634399414,0.6705032587051392,14.07440185546875,0.602608859539032
36,,,,16.174890518188477,16.257307052612305,0.44002023339271545,18.191091537475586,0.638623058795929,14.076273918151855,0.5922209024429321
37,,,,15.744991302490234,15.599676132202148,0.42376241087913513,17.805479049682617,0.6244468092918396,13.829818725585938,0.5894787311553955
38,,,,16.601863861083984,17.342153549194336,0.46443942189216614,20.312515258789062,0.6743175983428955,12.150924682617188,0.5351470708847046
39,,,,16.528663635253906,16.685684204101562,0.4610682427883148,19.27126121520996,0.6732720136642456,13.629045486450195,0.592064380645752
40,,,,16.611555099487305,16.933198928833008,0.45949453115463257,19.25267219543457,0.6688042879104614,13.64879322052002,0.5852647423744202
41,,,,16.24195671081543,16.098487854003906,0.4460934102535248,18.119842529296875,0.6490813493728638,14.507537841796875,0.6052372455596924
42,,,,16.236177444458008,16.126235961914062,0.4450850486755371,18.048141479492188,0.6454004049301147,14.534156799316406,0.5982282757759094
43,,,,16.563644409179688,16.817279815673828,0.4624656140804291,19.331539154052734,0.6759137511253357,13.542110443115234,0.5974609851837158
44,,,,16.246780395507812,16.141559600830078,0.44700565934181213,17.98231315612793,0.639616847038269,14.616470336914062,0.6087963581085205
45,,,,16.621618270874023,16.759977340698242,0.46370697021484375,19.031967163085938,0.6694750189781189,14.072907447814941,0.6031329035758972
46,,,,16.292495727539062,15.960046768188477,0.44410496950149536,18.03894805908203,0.6515632271766663,14.878494262695312,0.6193522214889526
47,,,,16.286588668823242,16.360950469970703,0.4527074098587036,18.55607032775879,0.6622479557991028,13.942744255065918,0.5963383913040161
48,,,,16.63479232788086,16.756912231445312,0.45949164032936096,19.3680477142334,0.6718277931213379,13.779419898986816,0.5810424089431763
49,,,,16.06819725036621,15.789278030395508,0.4352074861526489,17.751440048217773,0.6360622644424438,14.663874626159668,0.6024174094200134
50,,,,16.390697479248047,16.453824996948242,0.46165895462036133,18.39797592163086,0.6551543474197388,14.320290565490723,0.6156186461448669
51,,,,16.802227020263672,16.791563034057617,0.46633538603782654,19.701892852783203,0.6830098032951355,13.913223266601562,0.6066588759422302
52,,,,16.613134384155273,17.063756942749023,0.47491177916526794,19.555038452148438,0.681834876537323,13.220605850219727,0.584180474281311
53,,,,16.37885284423828,16.30567169189453,0.4561992883682251,18.256572723388672,0.6540195345878601,14.574315071105957,0.628257155418396
54,,,,16.82564353942871,17.032445907592773,0.4726218283176422,19.744789123535156,0.6855783462524414,13.699695587158203,0.5988107323646545
55,,,,16.845251083374023,17.145845413208008,0.4714938998222351,19.844507217407227,0.6845118403434753,13.54539680480957,0.5876733064651489
56,,,,16.502607345581055,17.06746482849121,0.46853122115135193,19.514720916748047,0.6736194491386414,12.925634384155273,0.5707840323448181
57,,,,16.364227294921875,16.398134231567383,0.4585530161857605,18.674619674682617,0.6644306182861328,14.019927024841309,0.5980215668678284
58,,,,17.110544204711914,17.677888870239258,0.48765334486961365,20.654516220092773,0.6972421407699585,12.999224662780762,0.5799522995948792
59,,,,16.082517623901367,16.03274154663086,0.4449695944786072,17.525785446166992,0.6284263134002686,14.6890287399292,0.6126530170440674
60,,,,16.50372314453125,16.661516189575195,0.4660820960998535,18.830299377441406,0.6702355742454529,14.019351959228516,0.6034271717071533
61,,,,16.05055046081543,15.473160743713379,0.4388694167137146,16.95561408996582,0.6264249086380005,15.722877502441406,0.638149082660675
62,,,,16.9309139251709,17.39088249206543,0.47723057866096497,20.231225967407227,0.6922690868377686,13.170631408691406,0.5771355628967285
63,,,,17.033382415771484,17.19013786315918,0.47727036476135254,19.959253311157227,0.6912559866905212,13.950757026672363,0.6002026796340942
64,,,,16.271888732910156,15.997298240661621,0.4453471899032593,17.826026916503906,0.6401538252830505,14.99234390258789,0.6183061003684998
65,,,,16.48807144165039,16.31602668762207,0.45995914936065674,18.2977352142334,0.6542635560035706,14.85045337677002,0.6321837902069092
66,,,,17.09071922302246,17.45337677001953,0.4816431701183319,20.74641227722168,0.7017310261726379,13.072367668151855,0.5882653594017029
67,,,,17.00464630126953,17.12481117248535,0.4749673306941986,20.159692764282227,0.6916888952255249,13.729433059692383,0.5947346687316895
68,,,,16.92583656311035,17.360754013061523,0.479846715927124,20.32843017578125,0.6932036876678467,13.088323593139648,0.5858378410339355
69,,,,17.13047981262207,17.437955856323242,0.48293882608413696,20.408252716064453,0.6962387561798096,13.545233726501465,0.5880300402641296
70,,,,16.431428909301758,16.185781478881836,0.4558839797973633,18.129833221435547,0.6514564156532288,14.978671073913574,0.6270862221717834
71,,,,16.968305587768555,17.28099822998047,0.47877416014671326,20.206241607666016,0.6926193237304688,13.417675971984863,0.592728853225708
72,,,,16.3652400970459,15.877044677734375,0.45115211606025696,17.934131622314453,0.6493619680404663,15.28454303741455,0.6350088119506836
73,,,,16.84050941467285,16.72953987121582,0.4719865918159485,19.149057388305664,0.6768889427185059,14.642932891845703,0.6208317875862122
74,,,,16.98293685913086,17.23383140563965,0.4804495871067047,20.04884910583496,0.6944364309310913,13.666130065917969,0.6023654937744141
75,,,,17.145381927490234,17.288814544677734,0.48115605115890503,20.024621963500977,0.691363513469696,14.122710227966309,0.6066358089447021
76,,,,16.936479568481445,17.241626739501953,0.48283645510673523,19.683807373046875,0.6844691038131714,13.884004592895508,0.6096275448799133
77,,,,16.73737335205078,16.87129020690918,0.4736938774585724,19.311180114746094,0.6771928071975708,14.02964973449707,0.6081823110580444
