step,train/domain,train/loss,train/psnr,val/avg_psnr,val/imagenet-blur_psnr,val/imagenet-blur_ssim,val/imagenet-noise_psnr,val/imagenet-noise_ssim,val/imagenet-weather_psnr,val/imagenet-weather_ssim
78,,,,17.15631675720215,17.3697452545166,0.48633864521980286,20.269060134887695,0.6970968246459961,13.830143928527832,0.6059610843658447
79,,,,16.950298309326172,17.05743980407715,0.47706669569015503,19.905195236206055,0.6899737119674683,13.88825798034668,0.6118924021720886
80,,,,17.242259979248047,17.561399459838867,0.488862007856369,20.70529556274414,0.7056523561477661,13.460084915161133,0.6012248396873474
81,,,,16.939390182495117,17.59638214111328,0.48979511857032776,20.821414947509766,0.7077706456184387,12.400373458862305,0.5780847072601318
82,,,,16.841646194458008,16.698497772216797,0.46604400873184204,18.97634506225586,0.669562041759491,14.85009479522705,0.6185152530670166
83,,,,17.068408966064453,17.289134979248047,0.4792162775993347,20.217483520507812,0.6954052448272705,13.698607444763184,0.5983045697212219
84,,,,16.954307556152344,17.274255752563477,0.4837093949317932,20.2308406829834,0.6957421898841858,13.35782527923584,0.6015996336936951
85,,,,17.111276626586914,17.220788955688477,0.4872882068157196,20.137746810913086,0.6969823241233826,13.975292205810547,0.6187904477119446
86,,,,17.175621032714844,17.7615966796875,0.4972529709339142,21.031484603881836,0.7120773792266846,12.733784675598145,0.5904364585876465
87,,,,17.047048568725586,17.173532485961914,0.4781458377838135,19.83197784423828,0.6856138110160828,14.135638236999512,0.6036671996116638
88,,,,16.56821632385254,16.12282371520996,0.4576067626476288,17.916305541992188,0.6493181586265564,15.66551685333252,0.6443394422531128
89,,,,16.816986083984375,16.69397735595703,0.4714197814464569,18.9440860748291,0.6721585392951965,14.812896728515625,0.6264355778694153
90,,,,17.05677032470703,17.09127426147461,0.48080411553382874,19.687162399291992,0.6869468092918396,14.391873359680176,0.6172754764556885
91,,,,17.10495376586914,17.323638916015625,0.4902816712856293,20.11223793029785,0.6961119771003723,13.878983497619629,0.6179357767105103
92,,,,17.118968963623047,17.652368545532227,0.49184054136276245,20.884538650512695,0.7076374292373657,12.820002555847168,0.5856826305389404
93,,,,17.13284683227539,17.24522590637207,0.4829707741737366,19.984521865844727,0.6913102865219116,14.168789863586426,0.6101604700088501
94,,,,16.975475311279297,16.985197067260742,0.4809466600418091,19.581544876098633,0.6846923828125,14.359682083129883,0.625599205493927
95,,,,16.87676429748535,16.78635597229004,0.47684231400489807,19.216808319091797,0.6771417260169983,14.627126693725586,0.6317270398139954
96,,,,17.1795597076416,17.603713989257812,0.492404043674469,20.7268123626709,0.7056296467781067,13.208149909973145,0.5960060358047485
97,,,,17.041080474853516,17.068578720092773,0.4814762473106384,19.648906707763672,0.6862749457359314,14.405756950378418,0.6213535666465759
98,,,,17.127214431762695,17.271713256835938,0.4839614927768707,20.01424789428711,0.6917433142662048,14.095681190490723,0.610272228717804
99,,,,16.26193618774414,15.35346794128418,0.4354519248008728,16.861080169677734,0.6199760437011719,16.571260452270508,0.6569600105285645
100,27.0,0.35706627368927,13.699981689453125,,,,,,,
200,23.0,0.35345879197120667,13.274336814880371,,,,,,,
300,23.0,0.31811806559562683,14.267816543579102,,,,,,,
400,27.0,0.29457974433898926,15.109301567077637,,,,,,,
500,27.0,0.28233250975608826,15.410438537597656,,,,,,,
600,27.0,0.29061082005500793,14.850190162658691,,,,,,,
700,23.0,0.285247802734375,15.472309112548828,,,,,,,
800,23.0,0.3331666588783264,14.004444122314453,,,,,,,
900,35.0,0.2714230418205261,15.537960052490234,,,,,,,
1000,35.0,0.3318445086479187,13.888590812683105,,,,,,,
1100,27.0,0.29500868916511536,15.3424072265625,,,,,,,
1200,23.0,0.36045584082603455,13.41302490234375,,,,,,,
1300,35.0,0.2730252742767334,15.439653396606445,,,,,,,
1400,27.0,0.25324171781539917,16.232086181640625,,,,,,,
1500,35.0,0.34696075320243835,13.491113662719727,,,,,,,
1600,27.0,0.26296886801719666,15.914590835571289,,,,,,,
1700,27.0,0.28120625019073486,15.941720008850098,,,,,,,
1800,27.0,0.28156206011772156,16.013811111450195,,,,,,,
1900,23.0,0.27245083451271057,15.828180313110352,,,,,,,
2000,35.0,0.2904605269432068,14.992042541503906,,,,,,,
2100,23.0,0.3283408582210541,14.187129974365234,,,,,,,
2200,27.0,0.2565602660179138,16.321163177490234,,,,,,,
2300,27.0,0.33345311880111694,13.898663520812988,,,,,,,
2400,23.0,0.2956354320049286,15.334959983825684,,,,,,,
2500,35.0,0.22402048110961914,16.872150421142578,,,,,,,
2600,35.0,0.295322984457016,14.91386604309082,,,,,,,
2700,23.0,0.27927646040916443,15.520326614379883,,,,,,,
2800,27.0,0.2557213604450226,16.023157119750977,,,,,,,
2900,23.0,0.3402494490146637,14.275577545166016,,,,,,,
3000,23.0,0.3317374885082245,14.594795227050781,,,,,,,
3100,23.0,0.29348793625831604,15.109615325927734,,,,,,,
3200,23.0,0.31965339183807373,14.615407943725586,,,,,,,
3300,23.0,0.32960814237594604,14.132430076599121,,,,,,,
3400,23.0,0.3036870062351227,14.91836166381836,,,,,,,
3500,27.0,0.28412672877311707,16.325992584228516,,,,,,,
3600,27.0,0.302581250667572,14.719036102294922,,,,,,,
3700,23.0,0.28936004638671875,15.270967483520508,,,,,,,
3800,23.0,0.3371983766555786,14.074850082397461,,,,,,,
3900,23.0,0.33450374007225037,14.181380271911621,,,,,,,
4000,27.0,0.23368586599826813,16.887775421142578,,,,,,,
4100,35.0,0.2573852241039276,15.838266372680664,,,,,,,
4200,35.0,0.28189682960510254,15.210838317871094,,,,,,,
4300,35.0,0.2658438980579376,15.392643928527832,,,,,,,
4400,35.0,0.31925761699676514,14.321416854858398,,,,,,,
4500,35.0,0.26415130496025085,15.623737335205078,,,,,,,
4600,27.0,0.2264547348022461,17.325878143310547,,,,,,,
4700,23.0,0.3286210298538208,14.133045196533203,,,,,,,
4800,23.0,0.35319259762763977,13.709396362304688,,,,,,,
4900,35.0,0.28906354308128357,14.819198608398438,,,,,,,
5000,27.0,0.2512235939502716,16.305904388427734,,,,,,,
5100,35.0,0.3255210518836975,13.811002731323242,,,,,,,
5200,27.0,0.2301933765411377,17.875316619873047,,,,,,,
5300,23.0,0.26565882563591003,15.77417278289795,,,,,,,
5400,27.0,0.24431589245796204,16.713205337524414,,,,,,,
5500,27.0,0.25720587372779846,15.854165077209473,,,,,,,
5600,35.0,0.26953497529029846,15.55583381652832,,,,,,,
5700,27.0,0.34304332733154297,14.449621200561523,,,,,,,
5800,23.0,0.330600380897522,13.944314956665039,,,,,,,
5900,23.0,0.3027690649032593,14.70600414276123,,,,,,,
6000,23.0,0.321525901556015,14.494125366210938,,,,,,,
6100,35.0,0.28111374378204346,15.256641387939453,,,,,,,
6200,35.0,0.258736252784729,16.148326873779297,,,,,,,
6300,35.0,0.3344308137893677,13.706897735595703,,,,,,,
6400,35.0,0.2809884548187256,15.276397705078125,,,,,,,
6500,27.0,0.23022104799747467,16.922786712646484,,,,,,,
6600,27.0,0.27054473757743835,15.77020263671875,,,,,,,
6700,27.0,0.24273928999900818,16.492938995361328,,,,,,,
6800,23.0,0.2940029501914978,15.269058227539062,,,,,,,
6900,35.0,0.28242096304893494,15.113466262817383,,,,,,,
7000,27.0,0.22349317371845245,17.59471893310547,,,,,,,
7100,27.0,0.25780925154685974,16.006000518798828,,,,,,,
7200,35.0,0.24234172701835632,16.234294891357422,,,,,,,
7300,27.0,0.28571540117263794,15.961182594299316,,,,,,,
7400,35.0,0.22921955585479736,16.40680503845215,,,,,,,
7500,35.0,0.2674024701118469,15.741354942321777,,,,,,,
7600,23.0,0.32120200991630554,14.069019317626953,,,,,,,
7700,27.0,0.3527885973453522,14.051397323608398,,,,,,,
7800,23.0,0.28124725818634033,15.323824882507324,,,,,,,
7900,35.0,0.2826213240623474,15.667325973510742,,,,,,,
8000,27.0,0.22370849549770355,17.344640731811523,,,,,,,
8100,27.0,0.21306867897510529,17.877849578857422,,,,,,,
8200,27.0,0.23691445589065552,17.244930267333984,,,,,,,
8300,23.0,0.3149898052215576,14.702108383178711,,,,,,,
8400,23.0,0.27497434616088867,15.663625717163086,,,,,,,
8500,35.0,0.2722240090370178,15.721864700317383,,,,,,,
8600,27.0,0.29346638917922974,15.137450218200684,,,,,,,
8700,35.0,0.3094647526741028,14.530447006225586,,,,,,,
8800,23.0,0.30013617873191833,14.864736557006836,,,,,,,
8900,35.0,0.2742054760456085,15.629134178161621,,,,,,,
9000,27.0,0.24361640214920044,16.26895523071289,,,,,,,
9100,23.0,0.2909579575061798,15.26469898223877,,,,,,,
9200,27.0,0.22747749090194702,16.895893096923828,,,,,,,
9300,35.0,0.2823566496372223,14.873197555541992,,,,,,,
9400,23.0,0.2351652830839157,16.908920288085938,,,,,,,
9500,27.0,0.2552706003189087,16.386734008789062,,,,,,,
9600,23.0,0.29329633712768555,15.042770385742188,,,,,,,
9700,27.0,0.24337609112262726,16.863786697387695,,,,,,,
9800,35.0,0.31754985451698303,14.102060317993164,,,,,,,
9900,35.0,0.3085276186466217,14.283172607421875,,,,,,,
10000,23.0,0.2443723827600479,16.696720123291016,,,,,,,
10100,35.0,0.25595754384994507,15.904031753540039,,,,,,,
10200,27.0,0.2102685570716858,17.745065689086914,,,,,,,
10300,27.0,0.24536947906017303,16.67826271057129,,,,,,,
10400,23.0,0.27055811882019043,15.890018463134766,,,,,,,
10500,35.0,0.2712184190750122,15.639137268066406,,,,,,,
10600,23.0,0.30016815662384033,15.003490447998047,,,,,,,
10700,27.0,0.21272848546504974,17.480525970458984,,,,,,,
10800,23.0,0.26970598101615906,15.34727668762207,,,,,,,
10900,27.0,0.22644394636154175,17.358566284179688,,,,,,,
11000,27.0,0.2761029899120331,15.824679374694824,,,,,,,
11100,35.0,0.31744301319122314,13.978155136108398,,,,,,,
11200,27.0,0.2268395870923996,17.45024871826172,,,,,,,
11300,23.0,0.2934250831604004,15.210101127624512,,,,,,,
11400,23.0,0.3082633912563324,15.181344985961914,,,,,,,
11500,27.0,0.27743175625801086,15.577463150024414,,,,,,,
11600,27.0,0.31021833419799805,15.574736595153809,,,,,,,
11700,35.0,0.26988983154296875,15.939193725585938,,,,,,,
11800,23.0,0.2998323440551758,15.265169143676758,,,,,,,
11900,35.0,0.3218778073787689,13.708395957946777,,,,,,,
12000,27.0,0.23676076531410217,17.6926212310791,,,,,,,
12100,35.0,0.2929753363132477,14.835630416870117,,,,,,,
12200,23.0,0.301809698343277,15.013679504394531,,,,,,,
12300,27.0,0.25583815574645996,16.299392700195312,,,,,,,
12400,23.0,0.2546912431716919,15.98973560333252,,,,,,,
12500,35.0,0.26165810227394104,15.505182266235352,,,,,,,
12600,23.0,0.32181820273399353,14.802727699279785,,,,,,,
12700,23.0,0.29280129075050354,15.431251525878906,,,,,,,
12800,35.0,0.2729804515838623,15.53545093536377,,,,,,,
12900,23.0,0.2884804308414459,15.455963134765625,,,,,,,
13000,27.0,0.28373071551322937,15.215593338012695,,,,,,,
13100,35.0,0.2659415006637573,15.393590927124023,,,,,,,
13200,35.0,0.2804686725139618,15.153851509094238,,,,,,,
13300,27.0,0.2624819874763489,16.079805374145508,,,,,,,
13400,23.0,0.2821943163871765,15.528573989868164,,,,,,,
13500,23.0,0.3240351974964142,14.157333374023438,,,,,,,
13600,35.0,0.25760143995285034,15.70376968383789,,,,,,,
13700,27.0,0.26398202776908875,16.052215576171875,,,,,,,
13800,35.0,0.29808738827705383,14.627542495727539,,,,,,,
13900,27.0,0.30735594034194946,15.217434883117676,,,,,,,
14000,27.0,0.2815806269645691,15.37151050567627,,,,,,,
14100,23.0,0.2788006365299225,15.473512649536133,,,,,,,
14200,35.0,0.3007623553276062,14.761300086975098,,,,,,,
14300,23.0,0.30626583099365234,14.874382972717285,,,,,,,
14400,23.0,0.27094078063964844,15.586581230163574,,,,,,,
14500,27.0,0.28100618720054626,15.782966613769531,,,,,,,
14600,23.0,0.35592490434646606,13.80324935913086,,,,,,,
14700,27.0,0.31596487760543823,14.644307136535645,,,,,,,
14800,27.0,0.2718740999698639,16.44366455078125,,,,,,,
14900,27.0,0.2776539623737335,15.79318618774414,,,,,,,
15000,35.0,0.27088576555252075,15.524650573730469,,,,,,,
15100,35.0,0.2856902778148651,15.091161727905273,,,,,,,
15200,23.0,0.2709503471851349,15.781473159790039,,,,,,,
15300,35.0,0.2951523959636688,14.567265510559082,,,,,,,
15400,23.0,0.2807179093360901,15.55351448059082,,,,,,,
15500,27.0,0.22073625028133392,16.998855590820312,,,,,,,
15600,35.0,0.19991517066955566,17.753271102905273,,,,,,,
15700,23.0,0.27642351388931274,15.546123504638672,,,,,,,
15800,35.0,0.2817685008049011,15.18527889251709,,,,,,,
15900,27.0,0.31234386563301086,15.495588302612305,,,,,,,
16000,27.0,0.25099676847457886,16.483137130737305,,,,,,,
16100,27.0,0.2767791152000427,15.84299087524414,,,,,,,
16200,27.0,0.23776648938655853,16.825864791870117,,,,,,,
16300,23.0,0.2769868075847626,16.156641006469727,,,,,,,
16400,27.0,0.2854582965373993,15.489256858825684,,,,,,,
16500,27.0,0.26175934076309204,16.018661499023438,,,,,,,
16600,27.0,0.2536499500274658,16.211238861083984,,,,,,,
16700,35.0,0.2563660144805908,15.624815940856934,,,,,,,
16800,23.0,0.2688923180103302,16.010438919067383,,,,,,,
16900,27.0,0.24392737448215485,16.78031349182129,,,,,,,
17000,35.0,0.25770631432533264,15.741469383239746,,,,,,,
17100,23.0,0.33420705795288086,14.077566146850586,,,,,,,
17200,23.0,0.3509712219238281,13.855585098266602,,,,,,,
17300,27.0,0.17199461162090302,19.214008331298828,,,,,,,
17400,23.0,0.3098767399787903,14.487277030944824,,,,,,,
17500,23.0,0.3365159034729004,13.728736877441406,,,,,,,
17600,35.0,0.2831554710865021,14.663887023925781,,,,,,,
17700,35.0,0.2579058110713959,15.518733978271484,,,,,,,
17800,27.0,0.26452910900115967,16.202259063720703,,,,,,,
17900,23.0,0.27320611476898193,15.618814468383789,,,,,,,
18000,35.0,0.27534356713294983,15.635250091552734,,,,,,,
18100,23.0,0.29962536692619324,15.138636589050293,,,,,,,
18200,27.0,0.2681884467601776,15.862846374511719,,,,,,,
18300,27.0,0.25087669491767883,16.537464141845703,,,,,,,
18400,23.0,0.296721488237381,15.002644538879395,,,,,,,
18500,27.0,0.23325231671333313,17.33626365661621,,,,,,,
18600,27.0,0.27077269554138184,15.979823112487793,,,,,,,
18700,23.0,0.32221904397010803,14.804694175720215,,,,,,,
18800,27.0,0.2032197266817093,18.45273208618164,,,,,,,
18900,27.0,0.250766396522522,16.38199234008789,,,,,,,
19000,35.0,0.2991516590118408,14.60384750366211,,,,,,,
19100,23.0,0.291887491941452,15.411272048950195,,,,,,,
19200,23.0,0.2598784267902374,16.17379379272461,,,,,,,
19300,35.0,0.2993127405643463,14.715826988220215,,,,,,,
19400,27.0,0.2660803496837616,15.926735877990723,,,,,,,
19500,23.0,0.263040691614151,15.717554092407227,,,,,,,
19600,23.0,0.26037755608558655,16.340497970581055,,,,,,,
19700,35.0,0.26920685172080994,15.39243221282959,,,,,,,
19800,27.0,0.26163601875305176,16.695938110351562,,,,,,,
19900,35.0,0.2680829167366028,15.45880126953125,,,,,,,
20000,23.0,0.2852076292037964,15.327728271484375,,,,,,,
20100,27.0,0.25175634026527405,16.117448806762695,,,,,,,
20200,23.0,0.2729375958442688,15.663775444030762,,,,,,,
20300,23.0,0.2846776247024536,15.382558822631836,,,,,,,
20400,35.0,0.26134535670280457,15.728350639343262,,,,,,,
20500,27.0,0.32461804151535034,14.802441596984863,,,,,,,
20600,27.0,0.23141878843307495,17.151803970336914,,,,,,,
20700,35.0,0.3227734863758087,13.980045318603516,,,,,,,
20800,23.0,0.31913304328918457,14.361356735229492,,,,,,,
20900,23.0,0.326375275850296,15.065239906311035,,,,,,,
21000,27.0,0.24817204475402832,16.206432342529297,,,,,,,
21100,27.0,0.22565016150474548,17.562456130981445,,,,,,,
21200,35.0,0.22635245323181152,16.84864616394043,,,,,,,
21300,23.0,0.3058791160583496,14.962374687194824,,,,,,,
21400,35.0,0.27748188376426697,15.117870330810547,,,,,,,
21500,27.0,0.2549002766609192,16.6004581451416,,,,,,,
21600,23.0,0.28495559096336365,15.419979095458984,,,,,,,
21700,35.0,0.299396812915802,14.229702949523926,,,,,,,
21800,35.0,0.25045958161354065,16.219345092773438,,,,,,,
21900,27.0,0.2291128933429718,17.581741333007812,,,,,,,
22000,23.0,0.3630271852016449,13.404193878173828,,,,,,,
22100,35.0,0.2984217405319214,14.641975402832031,,,,,,,
22200,23.0,0.2483311891555786,16.696182250976562,,,,,,,
22300,35.0,0.30396726727485657,14.001724243164062,,,,,,,
22400,23.0,0.2656659483909607,15.84445858001709,,,,,,,
22500,35.0,0.28980058431625366,15.196210861206055,,,,,,,
22600,35.0,0.30912449955940247,14.542784690856934,,,,,,,
22700,27.0,0.32373225688934326,14.605865478515625,,,,,,,
22800,27.0,0.2581242620944977,16.555889129638672,,,,,,,
22900,35.0,0.2594519555568695,16.24445915222168,,,,,,,
23000,35.0,0.2958906590938568,14.500128746032715,,,,,,,
23100,35.0,0.3057539463043213,14.537307739257812,,,,,,,
23200,23.0,0.2958400845527649,15.935589790344238,,,,,,,
23300,27.0,0.23003678023815155,17.229175567626953,,,,,,,
23400,23.0,0.28901299834251404,15.02456283569336,,,,,,,
23500,27.0,0.2997007668018341,15.421699523925781,,,,,,,
23600,27.0,0.29784536361694336,15.163381576538086,,,,,,,
23700,23.0,0.2300153225660324,17.060272216796875,,,,,,,
23800,35.0,0.25473639369010925,15.787357330322266,,,,,,,
23900,35.0,0.25070852041244507,16.19887924194336,,,,,,,
